,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4100851428571429,8e-06,0.03430400000000001,0.12244457142857144,3.771428571428571e-05,8e-06,0.40678799999999987,8e-06,0.40784571428571437,0.35151942857142854,0.00832342857142857,0.21329142857142866
Random Choice,0.4100851428571429,0.0,0.41008,0.4092571428571429,0.4083085714285714,0.41010285714285716,0.41008,0.40848,0.41008,0.4081485714285714,0.4077485714285714,0.41013714285714287,0.40749714285714284
Borda ranking,8e-06,0.41008,0.0,0.03429714285714286,0.12244571428571428,4.5714285714285716e-05,0.0,0.40678857142857144,0.0,0.40784,0.35152,0.00832,0.21329142857142858
Plurality ranking,0.03430400000000001,0.4092571428571429,0.03429714285714286,0.0,0.14093714285714284,0.03432,0.03429714285714286,0.4155885714285714,0.03429714285714286,0.3989142857142857,0.3621942857142857,0.04082285714285714,0.22984
STV,0.12244457142857144,0.4083085714285714,0.12244571428571428,0.14093714285714284,0.0,0.12244571428571428,0.12244571428571428,0.40662857142857145,0.12244571428571428,0.40794285714285716,0.3568,0.1269142857142857,0.24430857142857143
Approval Voting (AV),3.771428571428571e-05,0.41010285714285716,4.5714285714285716e-05,0.03432,0.12244571428571428,0.0,4.5714285714285716e-05,0.40677714285714284,4.5714285714285716e-05,0.4078742857142857,0.35150857142857145,0.008342857142857143,0.21329142857142858
Proportional Approval Voting (PAV),8e-06,0.41008,0.0,0.03429714285714286,0.12244571428571428,4.5714285714285716e-05,0.0,0.40678857142857144,0.0,0.40784,0.35152,0.00832,0.21329142857142858
Approval Chamberlin-Courant (CC),0.40678799999999987,0.40848,0.40678857142857144,0.4155885714285714,0.40662857142857145,0.40677714285714284,0.40678857142857144,0.0,0.40678857142857144,0.5714285714285714,0.06580571428571429,0.4096,0.28605714285714284
Lexicographic Chamberlin-Courant (lex-CC),8e-06,0.41008,0.0,0.03429714285714286,0.12244571428571428,4.5714285714285716e-05,0.0,0.40678857142857144,0.0,0.40784,0.35152,0.00832,0.21329142857142858
Sequential Approval Chamberlin-Courant (seq-CC),0.40784571428571437,0.4081485714285714,0.40784,0.3989142857142857,0.40794285714285716,0.4078742857142857,0.40784,0.5714285714285714,0.40784,0.0,0.5449142857142857,0.40464,0.5025371428571429
Monroe's Approval Rule (Monroe),0.35151942857142854,0.4077485714285714,0.35152,0.3621942857142857,0.3568,0.35150857142857145,0.35152,0.06580571428571429,0.35152,0.5449142857142857,0.0,0.3540114285714286,0.2775542857142857
Greedy Monroe,0.00832342857142857,0.41013714285714287,0.00832,0.04082285714285714,0.1269142857142857,0.008342857142857143,0.00832,0.4096,0.00832,0.40464,0.3540114285714286,0.0,0.21706285714285714
Minimax Approval Voting (MAV),0.21329142857142866,0.40749714285714284,0.21329142857142858,0.22984,0.24430857142857143,0.21329142857142858,0.21329142857142858,0.28605714285714284,0.21329142857142858,0.5025371428571429,0.2775542857142857,0.21706285714285714,0.0
