,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.3197919999999999,0.0351304,0.28959999999999997,0.22262400000000002,0.28904,0.28904,0.28904,0.28904,0.28959999999999997,0.28904,0.28959999999999997,0.3130239999999999
Random Choice,0.3197919999999999,0.0,0.320304,0.319632,0.320192,0.318304,0.318304,0.318304,0.318304,0.319632,0.318304,0.319632,0.319728
Borda ranking,0.0351304,0.320304,0.0,0.29032,0.223264,0.290096,0.290096,0.290096,0.290096,0.29032,0.290096,0.29032,0.321168
Plurality ranking,0.28959999999999997,0.319632,0.29032,0.0,0.215504,0.064464,0.064464,0.064464,0.064464,0.0,0.064464,0.0,0.333232
STV,0.22262400000000002,0.320192,0.223264,0.215504,0.0,0.210416,0.210416,0.210416,0.210416,0.215504,0.210416,0.215504,0.3072
Approval Voting (AV),0.28904,0.318304,0.290096,0.064464,0.210416,0.0,0.0,0.0,0.0,0.064464,0.0,0.064464,0.304896
Proportional Approval Voting (PAV),0.28904,0.318304,0.290096,0.064464,0.210416,0.0,0.0,0.0,0.0,0.064464,0.0,0.064464,0.304896
Approval Chamberlin-Courant (CC),0.28904,0.318304,0.290096,0.064464,0.210416,0.0,0.0,0.0,0.0,0.064464,0.0,0.064464,0.304896
Lexicographic Chamberlin-Courant (lex-CC),0.28904,0.318304,0.290096,0.064464,0.210416,0.0,0.0,0.0,0.0,0.064464,0.0,0.064464,0.304896
Sequential Approval Chamberlin-Courant (seq-CC),0.28959999999999997,0.319632,0.29032,0.0,0.215504,0.064464,0.064464,0.064464,0.064464,0.0,0.064464,0.0,0.333232
Monroe's Approval Rule (Monroe),0.28904,0.318304,0.290096,0.064464,0.210416,0.0,0.0,0.0,0.0,0.064464,0.0,0.064464,0.304896
Greedy Monroe,0.28959999999999997,0.319632,0.29032,0.0,0.215504,0.064464,0.064464,0.064464,0.064464,0.0,0.064464,0.0,0.333232
Minimax Approval Voting (MAV),0.3130239999999999,0.319728,0.321168,0.333232,0.3072,0.304896,0.304896,0.304896,0.304896,0.333232,0.304896,0.333232,0.0
