,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.3176032000000001,0.0249848,0.04269359999999999,0.0135216,0.0407656,0.0407656,0.0407656,0.0407656,0.04269359999999999,0.0407656,0.04269359999999999,0.30707439999999997
Random Choice,0.3176032000000001,0.0,0.317072,0.317552,0.31704,0.31808,0.31808,0.31808,0.31808,0.317552,0.31808,0.317552,0.319968
Borda ranking,0.0249848,0.317072,0.0,0.040688,0.027872,0.041472,0.041472,0.041472,0.041472,0.040688,0.041472,0.040688,0.3152
Plurality ranking,0.04269359999999999,0.317552,0.040688,0.0,0.039216,0.014336,0.014336,0.014336,0.014336,0.0,0.014336,0.0,0.317344
STV,0.0135216,0.31704,0.027872,0.039216,0.0,0.037168,0.037168,0.037168,0.037168,0.039216,0.037168,0.039216,0.311568
Approval Voting (AV),0.0407656,0.31808,0.041472,0.014336,0.037168,0.0,0.0,0.0,0.0,0.014336,0.0,0.014336,0.311808
Proportional Approval Voting (PAV),0.0407656,0.31808,0.041472,0.014336,0.037168,0.0,0.0,0.0,0.0,0.014336,0.0,0.014336,0.311808
Approval Chamberlin-Courant (CC),0.0407656,0.31808,0.041472,0.014336,0.037168,0.0,0.0,0.0,0.0,0.014336,0.0,0.014336,0.311808
Lexicographic Chamberlin-Courant (lex-CC),0.0407656,0.31808,0.041472,0.014336,0.037168,0.0,0.0,0.0,0.0,0.014336,0.0,0.014336,0.311808
Sequential Approval Chamberlin-Courant (seq-CC),0.04269359999999999,0.317552,0.040688,0.0,0.039216,0.014336,0.014336,0.014336,0.014336,0.0,0.014336,0.0,0.317344
Monroe's Approval Rule (Monroe),0.0407656,0.31808,0.041472,0.014336,0.037168,0.0,0.0,0.0,0.0,0.014336,0.0,0.014336,0.311808
Greedy Monroe,0.04269359999999999,0.317552,0.040688,0.0,0.039216,0.014336,0.014336,0.014336,0.014336,0.0,0.014336,0.0,0.317344
Minimax Approval Voting (MAV),0.30707439999999997,0.319968,0.3152,0.317344,0.311568,0.311808,0.311808,0.311808,0.311808,0.317344,0.311808,0.317344,0.0
