,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.319984,0.0635824,0.18663120000000005,0.08896,0.18509519999999993,0.18509519999999993,0.18509519999999993,0.18509519999999993,0.18663120000000005,0.18509519999999993,0.18663120000000005,0.31211039999999995
Random Choice,0.319984,0.0,0.31952,0.319744,0.318784,0.318992,0.318992,0.318992,0.318992,0.319744,0.318992,0.319744,0.32088
Borda ranking,0.0635824,0.31952,0.0,0.221328,0.130544,0.221056,0.221056,0.221056,0.221056,0.221328,0.221056,0.221328,0.320736
Plurality ranking,0.18663120000000005,0.319744,0.221328,0.0,0.144096,0.029472,0.029472,0.029472,0.029472,0.0,0.029472,0.0,0.325504
STV,0.08896,0.318784,0.130544,0.144096,0.0,0.14192,0.14192,0.14192,0.14192,0.144096,0.14192,0.144096,0.313536
Approval Voting (AV),0.18509519999999993,0.318992,0.221056,0.029472,0.14192,0.0,0.0,0.0,0.0,0.029472,0.0,0.029472,0.313136
Proportional Approval Voting (PAV),0.18509519999999993,0.318992,0.221056,0.029472,0.14192,0.0,0.0,0.0,0.0,0.029472,0.0,0.029472,0.313136
Approval Chamberlin-Courant (CC),0.18509519999999993,0.318992,0.221056,0.029472,0.14192,0.0,0.0,0.0,0.0,0.029472,0.0,0.029472,0.313136
Lexicographic Chamberlin-Courant (lex-CC),0.18509519999999993,0.318992,0.221056,0.029472,0.14192,0.0,0.0,0.0,0.0,0.029472,0.0,0.029472,0.313136
Sequential Approval Chamberlin-Courant (seq-CC),0.18663120000000005,0.319744,0.221328,0.0,0.144096,0.029472,0.029472,0.029472,0.029472,0.0,0.029472,0.0,0.325504
Monroe's Approval Rule (Monroe),0.18509519999999993,0.318992,0.221056,0.029472,0.14192,0.0,0.0,0.0,0.0,0.029472,0.0,0.029472,0.313136
Greedy Monroe,0.18663120000000005,0.319744,0.221328,0.0,0.144096,0.029472,0.029472,0.029472,0.029472,0.0,0.029472,0.0,0.325504
Minimax Approval Voting (MAV),0.31211039999999995,0.32088,0.320736,0.325504,0.313536,0.313136,0.313136,0.313136,0.313136,0.325504,0.313136,0.325504,0.0
