,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.320164,0.07535359999999999,0.23996480000000003,0.20361200000000002,0.0858376,0.0858376,0.31238160000000004,0.0858376,0.3192488,0.31174159999999995,0.1582088,0.31238160000000004
Random Choice,0.320164,0.0,0.320176,0.32048,0.318976,0.320656,0.320656,0.32152,0.320656,0.319904,0.321584,0.322144,0.32152
Borda ranking,0.07535359999999999,0.320176,0.0,0.200944,0.203056,0.115232,0.115232,0.322144,0.115232,0.308048,0.321504,0.166112,0.322144
Plurality ranking,0.23996480000000003,0.32048,0.200944,0.0,0.276144,0.267808,0.267808,0.330112,0.267808,0.306416,0.329744,0.277744,0.330112
STV,0.20361200000000002,0.318976,0.203056,0.276144,0.0,0.206336,0.206336,0.31952,0.206336,0.310048,0.318896,0.233488,0.31952
Approval Voting (AV),0.0858376,0.320656,0.115232,0.267808,0.206336,0.0,0.0,0.317168,0.0,0.315136,0.316528,0.137696,0.317168
Proportional Approval Voting (PAV),0.0858376,0.320656,0.115232,0.267808,0.206336,0.0,0.0,0.317168,0.0,0.315136,0.316528,0.137696,0.317168
Approval Chamberlin-Courant (CC),0.31238160000000004,0.32152,0.322144,0.330112,0.31952,0.317168,0.317168,0.0,0.317168,0.4,0.00064,0.333824,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.0858376,0.320656,0.115232,0.267808,0.206336,0.0,0.0,0.317168,0.0,0.315136,0.316528,0.137696,0.317168
Sequential Approval Chamberlin-Courant (seq-CC),0.3192488,0.319904,0.308048,0.306416,0.310048,0.315136,0.315136,0.4,0.315136,0.0,0.399824,0.29536,0.4
Monroe's Approval Rule (Monroe),0.31174159999999995,0.321584,0.321504,0.329744,0.318896,0.316528,0.316528,0.00064,0.316528,0.399824,0.0,0.333184,0.00064
Greedy Monroe,0.1582088,0.322144,0.166112,0.277744,0.233488,0.137696,0.137696,0.333824,0.137696,0.29536,0.333184,0.0,0.333824
Minimax Approval Voting (MAV),0.31238160000000004,0.32152,0.322144,0.330112,0.31952,0.317168,0.317168,0.0,0.317168,0.4,0.00064,0.333824,0.0
