,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.3200152,0.0651272,0.23472159999999997,0.195648,0.0687304,0.0687304,0.3124144,0.0687304,0.31693839999999995,0.31059040000000004,0.14158319999999996,0.3124144
Random Choice,0.3200152,0.0,0.319392,0.320704,0.322032,0.31968,0.31968,0.320544,0.31968,0.319776,0.32056,0.31912,0.320544
Borda ranking,0.0651272,0.319392,0.0,0.200832,0.192256,0.098592,0.098592,0.321248,0.098592,0.308336,0.319424,0.150688,0.321248
Plurality ranking,0.23472159999999997,0.320704,0.200832,0.0,0.26832,0.255312,0.255312,0.331472,0.255312,0.304688,0.330352,0.267984,0.331472
STV,0.195648,0.322032,0.192256,0.26832,0.0,0.19752,0.19752,0.318544,0.19752,0.310928,0.316736,0.222672,0.318544
Approval Voting (AV),0.0687304,0.31968,0.098592,0.255312,0.19752,0.0,0.0,0.315264,0.0,0.31368,0.31344,0.124944,0.315264
Proportional Approval Voting (PAV),0.0687304,0.31968,0.098592,0.255312,0.19752,0.0,0.0,0.315264,0.0,0.31368,0.31344,0.124944,0.315264
Approval Chamberlin-Courant (CC),0.3124144,0.320544,0.321248,0.331472,0.318544,0.315264,0.315264,0.0,0.315264,0.4,0.001824,0.330256,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.0687304,0.31968,0.098592,0.255312,0.19752,0.0,0.0,0.315264,0.0,0.31368,0.31344,0.124944,0.315264
Sequential Approval Chamberlin-Courant (seq-CC),0.31693839999999995,0.319776,0.308336,0.304688,0.310928,0.31368,0.31368,0.4,0.31368,0.0,0.399488,0.29752,0.4
Monroe's Approval Rule (Monroe),0.31059040000000004,0.32056,0.319424,0.330352,0.316736,0.31344,0.31344,0.001824,0.31344,0.399488,0.0,0.328432,0.001824
Greedy Monroe,0.14158319999999996,0.31912,0.150688,0.267984,0.222672,0.124944,0.124944,0.330256,0.124944,0.29752,0.328432,0.0,0.330256
Minimax Approval Voting (MAV),0.3124144,0.320544,0.321248,0.331472,0.318544,0.315264,0.315264,0.0,0.315264,0.4,0.001824,0.330256,0.0
