,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.3199680000000001,0.0,0.299552,0.0,0.0,0.0,0.31924799999999987,0.0,0.319296,0.0,0.0,0.0
Random Choice,0.3199680000000001,0.0,0.319968,0.32008,0.319968,0.319968,0.319968,0.320064,0.319968,0.320368,0.319968,0.319968,0.319968
Borda ranking,0.0,0.319968,0.0,0.299552,0.0,0.0,0.0,0.319248,0.0,0.319296,0.0,0.0,0.0
Plurality ranking,0.299552,0.32008,0.299552,0.0,0.299552,0.299552,0.299552,0.4,0.299552,0.080304,0.299552,0.299552,0.299552
STV,0.0,0.319968,0.0,0.299552,0.0,0.0,0.0,0.319248,0.0,0.319296,0.0,0.0,0.0
Approval Voting (AV),0.0,0.319968,0.0,0.299552,0.0,0.0,0.0,0.319248,0.0,0.319296,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.319968,0.0,0.299552,0.0,0.0,0.0,0.319248,0.0,0.319296,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.31924799999999987,0.320064,0.319248,0.4,0.319248,0.319248,0.319248,0.0,0.319248,0.4,0.319248,0.319248,0.319248
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.319968,0.0,0.299552,0.0,0.0,0.0,0.319248,0.0,0.319296,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.319296,0.320368,0.319296,0.080304,0.319296,0.319296,0.319296,0.4,0.319296,0.0,0.319296,0.319296,0.319296
Monroe's Approval Rule (Monroe),0.0,0.319968,0.0,0.299552,0.0,0.0,0.0,0.319248,0.0,0.319296,0.0,0.0,0.0
Greedy Monroe,0.0,0.319968,0.0,0.299552,0.0,0.0,0.0,0.319248,0.0,0.319296,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.319968,0.0,0.299552,0.0,0.0,0.0,0.319248,0.0,0.319296,0.0,0.0,0.0
