,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.5023066666666666,0.046039999999999984,0.11297333333333329,0.14132,0.0,0.02208000000000001,0.46691999999999984,0.09293333333333331,0.4093999999999999,0.23909333333333335,0.09931999999999998,0.46642666666666643
Random Choice,0.5023066666666666,0.0,0.5023466666666667,0.5025066666666667,0.5020666666666667,0.5023066666666667,0.5028666666666667,0.5006933333333333,0.5025866666666666,0.5006266666666667,0.5017066666666666,0.5027866666666667,0.5006266666666667
Borda ranking,0.046039999999999984,0.5023466666666667,0.0,0.08174666666666666,0.14249333333333333,0.04604,0.036173333333333335,0.47689333333333334,0.07833333333333334,0.3997733333333333,0.2504266666666667,0.08682666666666666,0.4763866666666667
Plurality ranking,0.11297333333333329,0.5025066666666667,0.08174666666666666,0.0,0.15552,0.11297333333333333,0.10704,0.48622666666666664,0.11833333333333333,0.3905866666666667,0.2598,0.12186666666666666,0.48573333333333335
STV,0.14132,0.5020666666666667,0.14249333333333333,0.15552,0.0,0.14132,0.14228,0.4768133333333333,0.15316,0.395,0.25033333333333335,0.15949333333333332,0.47630666666666666
Approval Voting (AV),0.0,0.5023066666666667,0.04604,0.11297333333333333,0.14132,0.0,0.02208,0.46692,0.09293333333333334,0.4094,0.23909333333333332,0.09932,0.46642666666666666
Proportional Approval Voting (PAV),0.02208000000000001,0.5028666666666667,0.036173333333333335,0.10704,0.14228,0.02208,0.0,0.47324,0.07085333333333334,0.40412,0.24652,0.08430666666666667,0.47272
Approval Chamberlin-Courant (CC),0.46691999999999984,0.5006933333333333,0.47689333333333334,0.48622666666666664,0.4768133333333333,0.46692,0.47324,0.0,0.4742133333333333,0.8050133333333334,0.31093333333333334,0.4854266666666667,0.00076
Lexicographic Chamberlin-Courant (lex-CC),0.09293333333333331,0.5025866666666666,0.07833333333333334,0.11833333333333333,0.15316,0.09293333333333334,0.07085333333333334,0.4742133333333333,0.0,0.40842666666666666,0.24837333333333333,0.06605333333333334,0.47368
Sequential Approval Chamberlin-Courant (seq-CC),0.4093999999999999,0.5006266666666667,0.3997733333333333,0.3905866666666667,0.395,0.4094,0.40412,0.8050133333333334,0.40842666666666666,0.0,0.5677866666666667,0.39221333333333336,0.80452
Monroe's Approval Rule (Monroe),0.23909333333333335,0.5017066666666666,0.2504266666666667,0.2598,0.25033333333333335,0.23909333333333332,0.24652,0.31093333333333334,0.24837333333333333,0.5677866666666667,0.0,0.26116,0.3107066666666667
Greedy Monroe,0.09931999999999998,0.5027866666666667,0.08682666666666666,0.12186666666666666,0.15949333333333332,0.09932,0.08430666666666667,0.4854266666666667,0.06605333333333334,0.39221333333333336,0.26116,0.0,0.48492
Minimax Approval Voting (MAV),0.46642666666666643,0.5006266666666667,0.4763866666666667,0.48573333333333335,0.47630666666666666,0.46642666666666666,0.47272,0.00076,0.47368,0.80452,0.3107066666666667,0.48492,0.0
