,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.49818266666666666,0.13964933333333332,0.3714313333333334,0.1840646666666667,0.123402,0.153154,0.4205973333333334,0.2891173333333333,0.45231466666666664,0.21649266666666672,0.2078553333333333,0.35741400000000006
Random Choice,0.49818266666666666,0.0,0.4982666666666667,0.49845333333333336,0.49866666666666665,0.49865333333333334,0.4988533333333333,0.501,0.49890666666666666,0.5001466666666666,0.49784,0.4991333333333333,0.49968
Borda ranking,0.13964933333333332,0.4982666666666667,0.0,0.32782666666666666,0.16536,0.11450666666666667,0.12881333333333334,0.47392,0.25528,0.39937333333333336,0.24624,0.17209333333333332,0.4045066666666667
Plurality ranking,0.3714313333333334,0.49845333333333336,0.32782666666666666,0.0,0.3533866666666667,0.38078666666666666,0.3779866666666667,0.5291466666666667,0.39138666666666666,0.40697333333333335,0.41957333333333335,0.38161333333333336,0.4714
STV,0.1840646666666667,0.49866666666666665,0.16536,0.3533866666666667,0.0,0.15885333333333335,0.17741333333333334,0.4784933333333333,0.29390666666666665,0.4190933333333333,0.25116,0.21390666666666666,0.41174666666666665
Approval Voting (AV),0.123402,0.49865333333333334,0.11450666666666667,0.38078666666666666,0.15885333333333335,0.0,0.06502666666666666,0.46412,0.23664,0.39910666666666667,0.22529333333333335,0.14185333333333333,0.3950666666666667
Proportional Approval Voting (PAV),0.153154,0.4988533333333333,0.12881333333333334,0.3779866666666667,0.17741333333333334,0.06502666666666666,0.0,0.45893333333333336,0.18609333333333333,0.38596,0.22005333333333332,0.11978666666666667,0.3844666666666667
Approval Chamberlin-Courant (CC),0.4205973333333334,0.501,0.47392,0.5291466666666667,0.4784933333333333,0.46412,0.45893333333333336,0.0,0.4299733333333333,0.6959333333333333,0.29630666666666666,0.49148,0.11750666666666666
Lexicographic Chamberlin-Courant (lex-CC),0.2891173333333333,0.49890666666666666,0.25528,0.39138666666666666,0.29390666666666665,0.23664,0.18609333333333333,0.4299733333333333,0.0,0.3831333333333333,0.28028,0.21306666666666665,0.32212
Sequential Approval Chamberlin-Courant (seq-CC),0.45231466666666664,0.5001466666666666,0.39937333333333336,0.40697333333333335,0.4190933333333333,0.39910666666666667,0.38596,0.6959333333333333,0.3831333333333333,0.0,0.50104,0.36272,0.59784
Monroe's Approval Rule (Monroe),0.21649266666666672,0.49784,0.24624,0.41957333333333335,0.25116,0.22529333333333335,0.22005333333333332,0.29630666666666666,0.28028,0.50104,0.0,0.26477333333333336,0.24246666666666666
Greedy Monroe,0.2078553333333333,0.4991333333333333,0.17209333333333332,0.38161333333333336,0.21390666666666666,0.14185333333333333,0.11978666666666667,0.49148,0.21306666666666665,0.36272,0.26477333333333336,0.0,0.41492
Minimax Approval Voting (MAV),0.35741400000000006,0.49968,0.4045066666666667,0.4714,0.41174666666666665,0.3950666666666667,0.3844666666666667,0.11750666666666666,0.32212,0.59784,0.24246666666666666,0.41492,0.0
