,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.32024,0.06360480000000002,0.1826328,0.08675520000000002,0.1806824,0.1806824,0.1806824,0.1806824,0.1826328,0.1806824,0.1826328,0.3121832
Random Choice,0.32024,0.0,0.319984,0.3216,0.319984,0.321152,0.321152,0.321152,0.321152,0.3216,0.321152,0.3216,0.31976
Borda ranking,0.06360480000000002,0.319984,0.0,0.217248,0.127584,0.21664,0.21664,0.21664,0.21664,0.217248,0.21664,0.217248,0.321088
Plurality ranking,0.1826328,0.3216,0.217248,0.0,0.14136,0.027728,0.027728,0.027728,0.027728,0.0,0.027728,0.0,0.326448
STV,0.08675520000000002,0.319984,0.127584,0.14136,0.0,0.138944,0.138944,0.138944,0.138944,0.14136,0.138944,0.14136,0.313312
Approval Voting (AV),0.1806824,0.321152,0.21664,0.027728,0.138944,0.0,0.0,0.0,0.0,0.027728,0.0,0.027728,0.31568
Proportional Approval Voting (PAV),0.1806824,0.321152,0.21664,0.027728,0.138944,0.0,0.0,0.0,0.0,0.027728,0.0,0.027728,0.31568
Approval Chamberlin-Courant (CC),0.1806824,0.321152,0.21664,0.027728,0.138944,0.0,0.0,0.0,0.0,0.027728,0.0,0.027728,0.31568
Lexicographic Chamberlin-Courant (lex-CC),0.1806824,0.321152,0.21664,0.027728,0.138944,0.0,0.0,0.0,0.0,0.027728,0.0,0.027728,0.31568
Sequential Approval Chamberlin-Courant (seq-CC),0.1826328,0.3216,0.217248,0.0,0.14136,0.027728,0.027728,0.027728,0.027728,0.0,0.027728,0.0,0.326448
Monroe's Approval Rule (Monroe),0.1806824,0.321152,0.21664,0.027728,0.138944,0.0,0.0,0.0,0.0,0.027728,0.0,0.027728,0.31568
Greedy Monroe,0.1826328,0.3216,0.217248,0.0,0.14136,0.027728,0.027728,0.027728,0.027728,0.0,0.027728,0.0,0.326448
Minimax Approval Voting (MAV),0.3121832,0.31976,0.321088,0.326448,0.313312,0.31568,0.31568,0.31568,0.31568,0.326448,0.31568,0.326448,0.0
