,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.48959257142857143,0.06305028571428571,0.22967771428571426,0.17766114285714282,0.10505542857142858,0.10505542857142858,0.4694137142857144,0.10505542857142858,0.5089188571428572,0.3003685714285715,0.17403942857142857,0.18499485714285716
Random Choice,0.48959257142857143,0.0,0.4898857142857143,0.48986285714285716,0.48913142857142855,0.4899428571428571,0.4899428571428571,0.49,0.4899428571428571,0.4896,0.4911885714285714,0.49057142857142855,0.4898057142857143
Borda ranking,0.06305028571428571,0.4898857142857143,0.0,0.20956571428571427,0.1750742857142857,0.10121142857142858,0.10121142857142858,0.4956114285714286,0.10121142857142858,0.47877714285714285,0.3112114285714286,0.16733714285714285,0.21769142857142856
Plurality ranking,0.22967771428571426,0.48986285714285716,0.20956571428571427,0.0,0.2137257142857143,0.22358857142857144,0.22358857142857144,0.6455657142857143,0.22358857142857144,0.3595542857142857,0.462,0.19507428571428573,0.2857142857142857
STV,0.17766114285714282,0.48913142857142855,0.1750742857142857,0.2137257142857143,0.0,0.16829714285714287,0.16829714285714287,0.49061714285714286,0.16829714285714287,0.48330285714285715,0.3240342857142857,0.19833142857142858,0.21522285714285713
Approval Voting (AV),0.10505542857142858,0.4899428571428571,0.10121142857142858,0.22358857142857144,0.16829714285714287,0.0,0.0,0.4793942857142857,0.0,0.49552,0.28717714285714285,0.15579428571428572,0.20374857142857142
Proportional Approval Voting (PAV),0.10505542857142858,0.4899428571428571,0.10121142857142858,0.22358857142857144,0.16829714285714287,0.0,0.0,0.4793942857142857,0.0,0.49552,0.28717714285714285,0.15579428571428572,0.20374857142857142
Approval Chamberlin-Courant (CC),0.4694137142857144,0.49,0.4956114285714286,0.6455657142857143,0.49061714285714286,0.4793942857142857,0.4793942857142857,0.0,0.4793942857142857,0.8571428571428571,0.24937142857142858,0.5103771428571429,0.36765714285714285
Lexicographic Chamberlin-Courant (lex-CC),0.10505542857142858,0.4899428571428571,0.10121142857142858,0.22358857142857144,0.16829714285714287,0.0,0.0,0.4793942857142857,0.0,0.49552,0.28717714285714285,0.15579428571428572,0.20374857142857142
Sequential Approval Chamberlin-Courant (seq-CC),0.5089188571428572,0.4896,0.47877714285714285,0.3595542857142857,0.48330285714285715,0.49552,0.49552,0.8571428571428571,0.49552,0.0,0.6682514285714286,0.4640914285714286,0.6452685714285714
Monroe's Approval Rule (Monroe),0.3003685714285715,0.4911885714285714,0.3112114285714286,0.462,0.3240342857142857,0.28717714285714285,0.28717714285714285,0.24937142857142858,0.28717714285714285,0.6682514285714286,0.0,0.3437485714285714,0.3308457142857143
Greedy Monroe,0.17403942857142857,0.49057142857142855,0.16733714285714285,0.19507428571428573,0.19833142857142858,0.15579428571428572,0.15579428571428572,0.5103771428571429,0.15579428571428572,0.4640914285714286,0.3437485714285714,0.0,0.2301257142857143
Minimax Approval Voting (MAV),0.18499485714285716,0.4898057142857143,0.21769142857142856,0.2857142857142857,0.21522285714285713,0.20374857142857142,0.20374857142857142,0.36765714285714285,0.20374857142857142,0.6452685714285714,0.3308457142857143,0.2301257142857143,0.0
