,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.24570514285714284,0.056942857142857156,0.2000508571428571,0.1504222857142857,0.065904,0.065904,0.23344800000000002,0.065904,0.24902399999999997,0.214328,0.12899885714285714,0.21711657142857138
Random Choice,0.24570514285714284,0.0,0.2450057142857143,0.24677714285714286,0.24474285714285715,0.24536,0.24536,0.24546285714285715,0.24536,0.24485714285714286,0.24545142857142857,0.24489142857142857,0.24540571428571428
Borda ranking,0.056942857142857156,0.2450057142857143,0.0,0.18083428571428573,0.15050285714285713,0.08420571428571429,0.08420571428571429,0.24606857142857144,0.08420571428571429,0.24357714285714285,0.22694857142857142,0.13067428571428572,0.22973714285714286
Plurality ranking,0.2000508571428571,0.24677714285714286,0.18083428571428573,0.0,0.21898285714285715,0.21109714285714284,0.21109714285714284,0.25952,0.21109714285714284,0.20877714285714286,0.25568,0.21420571428571428,0.2562628571428571
STV,0.1504222857142857,0.24474285714285715,0.15050285714285713,0.21898285714285715,0.0,0.14922285714285713,0.14922285714285713,0.24569142857142856,0.14922285714285713,0.24411428571428573,0.22657142857142856,0.16832,0.22936
Approval Voting (AV),0.065904,0.24536,0.08420571428571429,0.21109714285714284,0.14922285714285713,0.0,0.0,0.24169142857142858,0.0,0.24736,0.22257142857142856,0.1136,0.22536
Proportional Approval Voting (PAV),0.065904,0.24536,0.08420571428571429,0.21109714285714284,0.14922285714285713,0.0,0.0,0.24169142857142858,0.0,0.24736,0.22257142857142856,0.1136,0.22536
Approval Chamberlin-Courant (CC),0.23344800000000002,0.24546285714285715,0.24606857142857144,0.25952,0.24569142857142856,0.24169142857142858,0.24169142857142858,0.0,0.24169142857142858,0.2857142857142857,0.01912,0.2550057142857143,0.016331428571428573
Lexicographic Chamberlin-Courant (lex-CC),0.065904,0.24536,0.08420571428571429,0.21109714285714284,0.14922285714285713,0.0,0.0,0.24169142857142858,0.0,0.24736,0.22257142857142856,0.1136,0.22536
Sequential Approval Chamberlin-Courant (seq-CC),0.24902399999999997,0.24485714285714286,0.24357714285714285,0.20877714285714286,0.24411428571428573,0.24736,0.24736,0.2857142857142857,0.24736,0.0,0.28258285714285714,0.23296,0.2829942857142857
Monroe's Approval Rule (Monroe),0.214328,0.24545142857142857,0.22694857142857142,0.25568,0.22657142857142856,0.22257142857142856,0.22257142857142856,0.01912,0.22257142857142856,0.28258285714285714,0.0,0.23588571428571428,0.0027885714285714285
Greedy Monroe,0.12899885714285714,0.24489142857142857,0.13067428571428572,0.21420571428571428,0.16832,0.1136,0.1136,0.2550057142857143,0.1136,0.23296,0.23588571428571428,0.0,0.23867428571428573
Minimax Approval Voting (MAV),0.21711657142857138,0.24540571428571428,0.22973714285714286,0.2562628571428571,0.22936,0.22536,0.22536,0.016331428571428573,0.22536,0.2829942857142857,0.0027885714285714285,0.23867428571428573,0.0
