,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.47887599999999997,0.052751199999999984,0.4405119999999999,0.26225440000000005,6.960000000000001e-05,0.0541592,0.47325599999999995,0.06076719999999999,0.40833120000000006,0.38818400000000003,0.0990552,0.3136952
Random Choice,0.47887599999999997,0.0,0.478976,0.47928,0.481008,0.478864,0.479216,0.478832,0.478576,0.480224,0.480352,0.480256,0.478752
Borda ranking,0.052751199999999984,0.478976,0.0,0.470944,0.293536,0.0528,0.004384,0.483312,0.008016,0.39816,0.399936,0.054144,0.303264
Plurality ranking,0.4405119999999999,0.47928,0.470944,0.0,0.370176,0.440496,0.472608,0.513872,0.47768,0.45168,0.478528,0.469056,0.496976
STV,0.26225440000000005,0.481008,0.293536,0.370176,0.0,0.262256,0.295008,0.477152,0.300544,0.412432,0.394816,0.309856,0.379888
Approval Voting (AV),6.960000000000001e-05,0.478864,0.0528,0.440496,0.262256,0.0,0.054208,0.4732,0.060816,0.408384,0.388128,0.099104,0.313696
Proportional Approval Voting (PAV),0.0541592,0.479216,0.004384,0.472608,0.295008,0.054208,0.0,0.482592,0.006608,0.398928,0.399632,0.053088,0.3028
Approval Chamberlin-Courant (CC),0.47325599999999995,0.478832,0.483312,0.513872,0.477152,0.4732,0.482592,0.0,0.48312,0.8,0.205744,0.510688,0.281936
Lexicographic Chamberlin-Courant (lex-CC),0.06076719999999999,0.478576,0.008016,0.47768,0.300544,0.060816,0.006608,0.48312,0.0,0.39824,0.400144,0.04848,0.3012
Sequential Approval Chamberlin-Courant (seq-CC),0.40833120000000006,0.480224,0.39816,0.45168,0.412432,0.408384,0.398928,0.8,0.39824,0.0,0.673728,0.36592,0.599712
Monroe's Approval Rule (Monroe),0.38818400000000003,0.480352,0.399936,0.478528,0.394816,0.388128,0.399632,0.205744,0.400144,0.673728,0.0,0.445248,0.169664
Greedy Monroe,0.0990552,0.480256,0.054144,0.469056,0.309856,0.099104,0.053088,0.510688,0.04848,0.36592,0.445248,0.0,0.348032
Minimax Approval Voting (MAV),0.3136952,0.478752,0.303264,0.496976,0.379888,0.313696,0.3028,0.281936,0.3012,0.599712,0.169664,0.348032,0.0
