,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.32136,0.06369359999999999,0.22968080000000002,0.1918296,0.0681392,0.0681392,0.31347280000000005,0.0681392,0.31799999999999995,0.31078479999999997,0.140556,0.31347280000000005
Random Choice,0.32136,0.0,0.320448,0.320096,0.320144,0.321888,0.321888,0.319392,0.321888,0.320224,0.319328,0.322048,0.319392
Borda ranking,0.06369359999999999,0.320448,0.0,0.196736,0.192112,0.096032,0.096032,0.323936,0.096032,0.309248,0.321248,0.147616,0.323936
Plurality ranking,0.22968080000000002,0.320096,0.196736,0.0,0.264784,0.250448,0.250448,0.332064,0.250448,0.307616,0.33016,0.263488,0.332064
STV,0.1918296,0.320144,0.192112,0.264784,0.0,0.1944,0.1944,0.319616,0.1944,0.311904,0.317008,0.22008,0.319616
Approval Voting (AV),0.0681392,0.321888,0.096032,0.250448,0.1944,0.0,0.0,0.319056,0.0,0.31392,0.316368,0.123456,0.319056
Proportional Approval Voting (PAV),0.0681392,0.321888,0.096032,0.250448,0.1944,0.0,0.0,0.319056,0.0,0.31392,0.316368,0.123456,0.319056
Approval Chamberlin-Courant (CC),0.31347280000000005,0.319392,0.323936,0.332064,0.319616,0.319056,0.319056,0.0,0.319056,0.4,0.002688,0.33344,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.0681392,0.321888,0.096032,0.250448,0.1944,0.0,0.0,0.319056,0.0,0.31392,0.316368,0.123456,0.319056
Sequential Approval Chamberlin-Courant (seq-CC),0.31799999999999995,0.320224,0.309248,0.307616,0.311904,0.31392,0.31392,0.4,0.31392,0.0,0.399216,0.295984,0.4
Monroe's Approval Rule (Monroe),0.31078479999999997,0.319328,0.321248,0.33016,0.317008,0.316368,0.316368,0.002688,0.316368,0.399216,0.0,0.330752,0.002688
Greedy Monroe,0.140556,0.322048,0.147616,0.263488,0.22008,0.123456,0.123456,0.33344,0.123456,0.295984,0.330752,0.0,0.33344
Minimax Approval Voting (MAV),0.31347280000000005,0.319392,0.323936,0.332064,0.319616,0.319056,0.319056,0.0,0.319056,0.4,0.002688,0.33344,0.0
