,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4812024,0.0843144,0.3057160000000001,0.223392,0.1256776,0.1984368,0.32128959999999995,0.31044959999999994,0.30850320000000003,0.2560616,0.2575672,0.4269736
Random Choice,0.4812024,0.0,0.481984,0.479392,0.480736,0.48184,0.482784,0.483184,0.483088,0.483984,0.482,0.483232,0.480464
Borda ranking,0.0843144,0.481984,0.0,0.316224,0.239104,0.14632,0.17176,0.292544,0.278224,0.27472,0.227888,0.223456,0.434944
Plurality ranking,0.3057160000000001,0.479392,0.316224,0.0,0.220608,0.280144,0.340096,0.429312,0.42216,0.423216,0.363808,0.37992,0.482192
STV,0.223392,0.480736,0.239104,0.220608,0.0,0.191536,0.271344,0.375024,0.367952,0.369696,0.313664,0.322304,0.45456
Approval Voting (AV),0.1256776,0.48184,0.14632,0.280144,0.191536,0.0,0.159264,0.297408,0.2856,0.287152,0.221824,0.230416,0.429136
Proportional Approval Voting (PAV),0.1984368,0.482784,0.17176,0.340096,0.271344,0.159264,0.0,0.160992,0.1432,0.18112,0.111232,0.120672,0.399568
Approval Chamberlin-Courant (CC),0.32128959999999995,0.483184,0.292544,0.429312,0.375024,0.297408,0.160992,0.0,0.02352,0.130016,0.157504,0.153968,0.368992
Lexicographic Chamberlin-Courant (lex-CC),0.31044959999999994,0.483088,0.278224,0.42216,0.367952,0.2856,0.1432,0.02352,0.0,0.10904,0.15056,0.13656,0.382288
Sequential Approval Chamberlin-Courant (seq-CC),0.30850320000000003,0.483984,0.27472,0.423216,0.369696,0.287152,0.18112,0.130016,0.10904,0.0,0.240416,0.078192,0.412016
Monroe's Approval Rule (Monroe),0.2560616,0.482,0.227888,0.363808,0.313664,0.221824,0.111232,0.157504,0.15056,0.240416,0.0,0.181376,0.395008
Greedy Monroe,0.2575672,0.483232,0.223456,0.37992,0.322304,0.230416,0.120672,0.153968,0.13656,0.078192,0.181376,0.0,0.414688
Minimax Approval Voting (MAV),0.4269736,0.480464,0.434944,0.482192,0.45456,0.429136,0.399568,0.368992,0.382288,0.412016,0.395008,0.414688,0.0
