,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.27769800000000006,0.05469066666666665,0.16716133333333333,0.08532466666666669,0.16667666666666664,0.16667666666666664,0.16667666666666664,0.16667666666666664,0.16716133333333333,0.16667666666666664,0.16716133333333333,0.27213133333333334
Random Choice,0.27769800000000006,0.0,0.27692,0.2776533333333333,0.27781333333333336,0.27798666666666666,0.27798666666666666,0.27798666666666666,0.27798666666666666,0.2776533333333333,0.27798666666666666,0.2776533333333333,0.27781333333333336
Borda ranking,0.05469066666666665,0.27692,0.0,0.19552,0.11982666666666666,0.19565333333333335,0.19565333333333335,0.19565333333333335,0.19565333333333335,0.19552,0.19565333333333335,0.19552,0.27858666666666665
Plurality ranking,0.16716133333333333,0.2776533333333333,0.19552,0.0,0.13034666666666667,0.02624,0.02624,0.02624,0.02624,0.0,0.02624,0.0,0.28204
STV,0.08532466666666669,0.27781333333333336,0.11982666666666666,0.13034666666666667,0.0,0.12932,0.12932,0.12932,0.12932,0.13034666666666667,0.12932,0.13034666666666667,0.27272
Approval Voting (AV),0.16667666666666664,0.27798666666666666,0.19565333333333335,0.02624,0.12932,0.0,0.0,0.0,0.0,0.02624,0.0,0.02624,0.2726266666666667
Proportional Approval Voting (PAV),0.16667666666666664,0.27798666666666666,0.19565333333333335,0.02624,0.12932,0.0,0.0,0.0,0.0,0.02624,0.0,0.02624,0.2726266666666667
Approval Chamberlin-Courant (CC),0.16667666666666664,0.27798666666666666,0.19565333333333335,0.02624,0.12932,0.0,0.0,0.0,0.0,0.02624,0.0,0.02624,0.2726266666666667
Lexicographic Chamberlin-Courant (lex-CC),0.16667666666666664,0.27798666666666666,0.19565333333333335,0.02624,0.12932,0.0,0.0,0.0,0.0,0.02624,0.0,0.02624,0.2726266666666667
Sequential Approval Chamberlin-Courant (seq-CC),0.16716133333333333,0.2776533333333333,0.19552,0.0,0.13034666666666667,0.02624,0.02624,0.02624,0.02624,0.0,0.02624,0.0,0.28204
Monroe's Approval Rule (Monroe),0.16667666666666664,0.27798666666666666,0.19565333333333335,0.02624,0.12932,0.0,0.0,0.0,0.0,0.02624,0.0,0.02624,0.2726266666666667
Greedy Monroe,0.16716133333333333,0.2776533333333333,0.19552,0.0,0.13034666666666667,0.02624,0.02624,0.02624,0.02624,0.0,0.02624,0.0,0.28204
Minimax Approval Voting (MAV),0.27213133333333334,0.27781333333333336,0.27858666666666665,0.28204,0.27272,0.2726266666666667,0.2726266666666667,0.2726266666666667,0.2726266666666667,0.28204,0.2726266666666667,0.28204,0.0
