,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4897085714285714,0.279124,0.40307657142857145,0.3918285714285714,0.30281371428571435,0.32148000000000004,0.24491314285714286,0.38115657142857134,0.5758988571428572,0.24491314285714286,0.4118634285714286,0.250268
Random Choice,0.4897085714285714,0.0,0.48906285714285713,0.49026285714285717,0.48893714285714285,0.4901942857142857,0.4892457142857143,0.49088,0.4878857142857143,0.48858285714285715,0.49088,0.48838857142857145,0.49061714285714286
Borda ranking,0.279124,0.48906285714285713,0.0,0.29906285714285713,0.32504,0.18163428571428572,0.19118857142857143,0.4961714285714286,0.2952,0.39577142857142855,0.4961714285714286,0.30753142857142857,0.4790628571428571
Plurality ranking,0.40307657142857145,0.49026285714285717,0.29906285714285713,0.0,0.28984,0.3888114285714286,0.3885257142857143,0.5267428571428572,0.41654857142857143,0.42756571428571427,0.5267428571428572,0.4155885714285714,0.5166171428571429
STV,0.3918285714285714,0.48893714285714285,0.32504,0.28984,0.0,0.37893714285714286,0.38241142857142857,0.47893714285714284,0.4144342857142857,0.4605485714285714,0.47893714285714284,0.43018285714285714,0.4723657142857143
Approval Voting (AV),0.30281371428571435,0.4901942857142857,0.18163428571428572,0.3888114285714286,0.37893714285714286,0.0,0.07885714285714286,0.46216,0.2545942857142857,0.41144,0.46216,0.27997714285714287,0.44490285714285716
Proportional Approval Voting (PAV),0.32148000000000004,0.4892457142857143,0.19118857142857143,0.3885257142857143,0.38241142857142857,0.07885714285714286,0.0,0.4824342857142857,0.2089257142857143,0.38712,0.4824342857142857,0.27489142857142856,0.45964571428571427
Approval Chamberlin-Courant (CC),0.24491314285714286,0.49088,0.4961714285714286,0.5267428571428572,0.47893714285714284,0.46216,0.4824342857142857,0.0,0.4864342857142857,0.7553142857142857,0.0,0.5361714285714285,0.037885714285714286
Lexicographic Chamberlin-Courant (lex-CC),0.38115657142857134,0.4878857142857143,0.2952,0.41654857142857143,0.4144342857142857,0.2545942857142857,0.2089257142857143,0.4864342857142857,0.0,0.38345142857142855,0.4864342857142857,0.33290285714285717,0.44892571428571426
Sequential Approval Chamberlin-Courant (seq-CC),0.5758988571428572,0.48858285714285715,0.39577142857142855,0.42756571428571427,0.4605485714285714,0.41144,0.38712,0.7553142857142857,0.38345142857142855,0.0,0.7553142857142857,0.3699657142857143,0.7235314285714286
Monroe's Approval Rule (Monroe),0.24491314285714286,0.49088,0.4961714285714286,0.5267428571428572,0.47893714285714284,0.46216,0.4824342857142857,0.0,0.4864342857142857,0.7553142857142857,0.0,0.5361714285714285,0.037885714285714286
Greedy Monroe,0.4118634285714286,0.48838857142857145,0.30753142857142857,0.4155885714285714,0.43018285714285714,0.27997714285714287,0.27489142857142856,0.5361714285714285,0.33290285714285717,0.3699657142857143,0.5361714285714285,0.0,0.5181028571428572
Minimax Approval Voting (MAV),0.250268,0.49061714285714286,0.4790628571428571,0.5166171428571429,0.4723657142857143,0.44490285714285716,0.45964571428571427,0.037885714285714286,0.44892571428571426,0.7235314285714286,0.037885714285714286,0.5181028571428572,0.0
