,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4805632000000001,0.0845744,0.321608,0.26006,0.0905792,0.14116320000000002,0.46314799999999995,0.28742399999999996,0.42048159999999996,0.3806656,0.224304,0.34055199999999997
Random Choice,0.4805632000000001,0.0,0.481056,0.481264,0.480336,0.480688,0.481648,0.479248,0.48144,0.480448,0.480832,0.481344,0.480592
Borda ranking,0.0845744,0.481056,0.0,0.2992,0.261616,0.109232,0.115968,0.4844,0.259296,0.397456,0.40392,0.201104,0.329264
Plurality ranking,0.321608,0.481264,0.2992,0.0,0.32184,0.335392,0.344096,0.500416,0.400784,0.440656,0.445024,0.37512,0.43464
STV,0.26006,0.480336,0.261616,0.32184,0.0,0.259808,0.282256,0.482096,0.364384,0.420624,0.40952,0.326,0.398256
Approval Voting (AV),0.0905792,0.480688,0.109232,0.335392,0.259808,0.0,0.103648,0.472336,0.279568,0.410704,0.385936,0.207168,0.346256
Proportional Approval Voting (PAV),0.14116320000000002,0.481648,0.115968,0.344096,0.282256,0.103648,0.0,0.475536,0.193488,0.403488,0.398928,0.167312,0.294016
Approval Chamberlin-Courant (CC),0.46314799999999995,0.479248,0.4844,0.500416,0.482096,0.472336,0.475536,0.0,0.469616,0.78576,0.121776,0.505984,0.31064
Lexicographic Chamberlin-Courant (lex-CC),0.28742399999999996,0.48144,0.259296,0.400784,0.364384,0.279568,0.193488,0.469616,0.0,0.402576,0.426352,0.22024,0.167408
Sequential Approval Chamberlin-Courant (seq-CC),0.42048159999999996,0.480448,0.397456,0.440656,0.420624,0.410704,0.403488,0.78576,0.402576,0.0,0.702,0.373392,0.530816
Monroe's Approval Rule (Monroe),0.3806656,0.480832,0.40392,0.445024,0.40952,0.385936,0.398928,0.121776,0.426352,0.702,0.0,0.442352,0.305888
Greedy Monroe,0.224304,0.481344,0.201104,0.37512,0.326,0.207168,0.167312,0.505984,0.22024,0.373392,0.442352,0.0,0.314896
Minimax Approval Voting (MAV),0.34055199999999997,0.480592,0.329264,0.43464,0.398256,0.346256,0.294016,0.31064,0.167408,0.530816,0.305888,0.314896,0.0
