,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.47688959999999997,0.06785680000000001,0.2915936,0.23159119999999994,0.06899680000000001,0.1024752,0.46758720000000004,0.26842879999999997,0.4133528,0.35373679999999996,0.18429759999999998,0.3289832
Random Choice,0.47688959999999997,0.0,0.476672,0.479552,0.47704,0.476896,0.476496,0.479984,0.478752,0.480816,0.48136,0.478112,0.478608
Borda ranking,0.06785680000000001,0.476672,0.0,0.272768,0.232976,0.0876,0.083952,0.482608,0.243776,0.396832,0.37056,0.164192,0.31816
Plurality ranking,0.2915936,0.479552,0.272768,0.0,0.298144,0.300544,0.306016,0.496848,0.377872,0.431952,0.413104,0.336048,0.414816
STV,0.23159119999999994,0.47704,0.232976,0.298144,0.0,0.232096,0.24616,0.479968,0.346896,0.414576,0.375952,0.289744,0.385392
Approval Voting (AV),0.06899680000000001,0.476896,0.0876,0.300544,0.232096,0.0,0.07616,0.473664,0.269952,0.40744,0.355424,0.175712,0.336432
Proportional Approval Voting (PAV),0.1024752,0.476496,0.083952,0.306016,0.24616,0.07616,0.0,0.475504,0.2092,0.401408,0.36496,0.143904,0.298432
Approval Chamberlin-Courant (CC),0.46758720000000004,0.479984,0.482608,0.496848,0.479968,0.473664,0.475504,0.0,0.46872,0.786656,0.156288,0.502912,0.32304
Lexicographic Chamberlin-Courant (lex-CC),0.26842879999999997,0.478752,0.243776,0.377872,0.346896,0.269952,0.2092,0.46872,0.0,0.403952,0.405712,0.2192,0.156352
Sequential Approval Chamberlin-Courant (seq-CC),0.4133528,0.480816,0.396832,0.431952,0.414576,0.40744,0.401408,0.786656,0.403952,0.0,0.67144,0.373472,0.522016
Monroe's Approval Rule (Monroe),0.35373679999999996,0.48136,0.37056,0.413104,0.375952,0.355424,0.36496,0.156288,0.405712,0.67144,0.0,0.404304,0.313872
Greedy Monroe,0.18429759999999998,0.478112,0.164192,0.336048,0.289744,0.175712,0.143904,0.502912,0.2192,0.373472,0.404304,0.0,0.3092
Minimax Approval Voting (MAV),0.3289832,0.478608,0.31816,0.414816,0.385392,0.336432,0.298432,0.32304,0.156352,0.522016,0.313872,0.3092,0.0
