,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4435199999999998,0.0,0.39997333333333335,0.0,0.0,0.0,0.4462533333333332,0.0,0.4442000000000001,0.0,0.0,0.0
Random Choice,0.4435199999999998,0.0,0.44352,0.44565333333333335,0.44352,0.44352,0.44352,0.44312,0.44352,0.4442933333333333,0.44352,0.44352,0.44352
Borda ranking,0.0,0.44352,0.0,0.39997333333333335,0.0,0.0,0.0,0.44625333333333334,0.0,0.4442,0.0,0.0,0.0
Plurality ranking,0.39997333333333335,0.44565333333333335,0.39997333333333335,0.0,0.39997333333333335,0.39997333333333335,0.39997333333333335,0.6666666666666666,0.39997333333333335,0.10989333333333333,0.39997333333333335,0.39997333333333335,0.39997333333333335
STV,0.0,0.44352,0.0,0.39997333333333335,0.0,0.0,0.0,0.44625333333333334,0.0,0.4442,0.0,0.0,0.0
Approval Voting (AV),0.0,0.44352,0.0,0.39997333333333335,0.0,0.0,0.0,0.44625333333333334,0.0,0.4442,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.44352,0.0,0.39997333333333335,0.0,0.0,0.0,0.44625333333333334,0.0,0.4442,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.4462533333333332,0.44312,0.44625333333333334,0.6666666666666666,0.44625333333333334,0.44625333333333334,0.44625333333333334,0.0,0.44625333333333334,0.6666666666666666,0.44625333333333334,0.44625333333333334,0.44625333333333334
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.44352,0.0,0.39997333333333335,0.0,0.0,0.0,0.44625333333333334,0.0,0.4442,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.4442000000000001,0.4442933333333333,0.4442,0.10989333333333333,0.4442,0.4442,0.4442,0.6666666666666666,0.4442,0.0,0.4442,0.4442,0.4442
Monroe's Approval Rule (Monroe),0.0,0.44352,0.0,0.39997333333333335,0.0,0.0,0.0,0.44625333333333334,0.0,0.4442,0.0,0.0,0.0
Greedy Monroe,0.0,0.44352,0.0,0.39997333333333335,0.0,0.0,0.0,0.44625333333333334,0.0,0.4442,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.44352,0.0,0.39997333333333335,0.0,0.0,0.0,0.44625333333333334,0.0,0.4442,0.0,0.0,0.0
