,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.27608000000000005,0.058570000000000004,0.17812266666666665,0.09265466666666668,0.17776799999999998,0.17776799999999998,0.17776799999999998,0.17776799999999998,0.17812266666666665,0.17776799999999998,0.17812266666666665,0.27080933333333335
Random Choice,0.27608000000000005,0.0,0.2766133333333333,0.27796,0.27697333333333335,0.27744,0.27744,0.27744,0.27744,0.27796,0.27744,0.27796,0.27652
Borda ranking,0.058570000000000004,0.2766133333333333,0.0,0.20742666666666668,0.12694666666666668,0.20781333333333332,0.20781333333333332,0.20781333333333332,0.20781333333333332,0.20742666666666668,0.20781333333333332,0.20742666666666668,0.27804
Plurality ranking,0.17812266666666665,0.27796,0.20742666666666668,0.0,0.1378,0.029133333333333334,0.029133333333333334,0.029133333333333334,0.029133333333333334,0.0,0.029133333333333334,0.0,0.28169333333333335
STV,0.09265466666666668,0.27697333333333335,0.12694666666666668,0.1378,0.0,0.13717333333333334,0.13717333333333334,0.13717333333333334,0.13717333333333334,0.1378,0.13717333333333334,0.1378,0.2706133333333333
Approval Voting (AV),0.17776799999999998,0.27744,0.20781333333333332,0.029133333333333334,0.13717333333333334,0.0,0.0,0.0,0.0,0.029133333333333334,0.0,0.029133333333333334,0.2713333333333333
Proportional Approval Voting (PAV),0.17776799999999998,0.27744,0.20781333333333332,0.029133333333333334,0.13717333333333334,0.0,0.0,0.0,0.0,0.029133333333333334,0.0,0.029133333333333334,0.2713333333333333
Approval Chamberlin-Courant (CC),0.17776799999999998,0.27744,0.20781333333333332,0.029133333333333334,0.13717333333333334,0.0,0.0,0.0,0.0,0.029133333333333334,0.0,0.029133333333333334,0.2713333333333333
Lexicographic Chamberlin-Courant (lex-CC),0.17776799999999998,0.27744,0.20781333333333332,0.029133333333333334,0.13717333333333334,0.0,0.0,0.0,0.0,0.029133333333333334,0.0,0.029133333333333334,0.2713333333333333
Sequential Approval Chamberlin-Courant (seq-CC),0.17812266666666665,0.27796,0.20742666666666668,0.0,0.1378,0.029133333333333334,0.029133333333333334,0.029133333333333334,0.029133333333333334,0.0,0.029133333333333334,0.0,0.28169333333333335
Monroe's Approval Rule (Monroe),0.17776799999999998,0.27744,0.20781333333333332,0.029133333333333334,0.13717333333333334,0.0,0.0,0.0,0.0,0.029133333333333334,0.0,0.029133333333333334,0.2713333333333333
Greedy Monroe,0.17812266666666665,0.27796,0.20742666666666668,0.0,0.1378,0.029133333333333334,0.029133333333333334,0.029133333333333334,0.029133333333333334,0.0,0.029133333333333334,0.0,0.28169333333333335
Minimax Approval Voting (MAV),0.27080933333333335,0.27652,0.27804,0.28169333333333335,0.2706133333333333,0.2713333333333333,0.2713333333333333,0.2713333333333333,0.2713333333333333,0.28169333333333335,0.2713333333333333,0.28169333333333335,0.0
