,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.24565714285714285,0.025283428571428575,0.16431599999999996,0.13260742857142854,0.04333714285714285,0.04333714285714285,0.23760000000000003,0.04333714285714285,0.24589142857142854,0.21281142857142854,0.09673371428571433,0.23496000000000009
Random Choice,0.24565714285714285,0.0,0.2456,0.24568,0.24432,0.24522285714285713,0.24522285714285713,0.24469714285714286,0.24522285714285713,0.24573714285714285,0.24517714285714284,0.24533714285714286,0.24469714285714286
Borda ranking,0.025283428571428575,0.2456,0.0,0.1559542857142857,0.13238857142857144,0.044262857142857145,0.044262857142857145,0.24506285714285714,0.044262857142857145,0.24278857142857144,0.22027428571428573,0.09491428571428571,0.24242285714285713
Plurality ranking,0.16431599999999996,0.24568,0.1559542857142857,0.0,0.19930285714285714,0.17394285714285715,0.17394285714285715,0.2671314285714286,0.17394285714285715,0.1967657142857143,0.26096,0.18449142857142858,0.26659428571428573
STV,0.13260742857142854,0.24432,0.13238857142857144,0.19930285714285714,0.0,0.13214857142857142,0.13214857142857142,0.24418285714285715,0.13214857142857142,0.24313142857142858,0.2193942857142857,0.14970285714285714,0.24154285714285714
Approval Voting (AV),0.04333714285714285,0.24522285714285713,0.044262857142857145,0.17394285714285715,0.13214857142857142,0.0,0.0,0.24194285714285715,0.0,0.24506285714285714,0.21715428571428572,0.08905142857142857,0.23930285714285715
Proportional Approval Voting (PAV),0.04333714285714285,0.24522285714285713,0.044262857142857145,0.17394285714285715,0.13214857142857142,0.0,0.0,0.24194285714285715,0.0,0.24506285714285714,0.21715428571428572,0.08905142857142857,0.23930285714285715
Approval Chamberlin-Courant (CC),0.23760000000000003,0.24469714285714286,0.24506285714285714,0.2671314285714286,0.24418285714285715,0.24194285714285715,0.24194285714285715,0.0,0.24194285714285715,0.2857142857142857,0.024788571428571427,0.25270857142857145,0.00264
Lexicographic Chamberlin-Courant (lex-CC),0.04333714285714285,0.24522285714285713,0.044262857142857145,0.17394285714285715,0.13214857142857142,0.0,0.0,0.24194285714285715,0.0,0.24506285714285714,0.21715428571428572,0.08905142857142857,0.23930285714285715
Sequential Approval Chamberlin-Courant (seq-CC),0.24589142857142854,0.24573714285714285,0.24278857142857144,0.1967657142857143,0.24313142857142858,0.24506285714285714,0.24506285714285714,0.2857142857142857,0.24506285714285714,0.0,0.2818514285714286,0.23074285714285714,0.2852914285714286
Monroe's Approval Rule (Monroe),0.21281142857142854,0.24517714285714284,0.22027428571428573,0.26096,0.2193942857142857,0.21715428571428572,0.21715428571428572,0.024788571428571427,0.21715428571428572,0.2818514285714286,0.0,0.22794285714285714,0.022148571428571427
Greedy Monroe,0.09673371428571433,0.24533714285714286,0.09491428571428571,0.18449142857142858,0.14970285714285714,0.08905142857142857,0.08905142857142857,0.25270857142857145,0.08905142857142857,0.23074285714285714,0.22794285714285714,0.0,0.2500685714285714
Minimax Approval Voting (MAV),0.23496000000000009,0.24469714285714286,0.24242285714285713,0.26659428571428573,0.24154285714285714,0.23930285714285715,0.23930285714285715,0.00264,0.23930285714285715,0.2852914285714286,0.022148571428571427,0.2500685714285714,0.0
