,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4071999999999999,0.0,0.38405714285714276,0.0,0.0,0.0,0.40949714285714267,0.0,0.41123428571428583,0.0,0.0,0.0
Random Choice,0.4071999999999999,0.0,0.4072,0.40934857142857145,0.4072,0.4072,0.4072,0.4069942857142857,0.4072,0.4090628571428571,0.4072,0.4072,0.4072
Borda ranking,0.0,0.4072,0.0,0.3840571428571429,0.0,0.0,0.0,0.40949714285714284,0.0,0.4112342857142857,0.0,0.0,0.0
Plurality ranking,0.38405714285714276,0.40934857142857145,0.3840571428571429,0.0,0.3840571428571429,0.3840571428571429,0.3840571428571429,0.5714285714285714,0.3840571428571429,0.08221714285714286,0.3840571428571429,0.3840571428571429,0.3840571428571429
STV,0.0,0.4072,0.0,0.3840571428571429,0.0,0.0,0.0,0.40949714285714284,0.0,0.4112342857142857,0.0,0.0,0.0
Approval Voting (AV),0.0,0.4072,0.0,0.3840571428571429,0.0,0.0,0.0,0.40949714285714284,0.0,0.4112342857142857,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.4072,0.0,0.3840571428571429,0.0,0.0,0.0,0.40949714285714284,0.0,0.4112342857142857,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.40949714285714267,0.4069942857142857,0.40949714285714284,0.5714285714285714,0.40949714285714284,0.40949714285714284,0.40949714285714284,0.0,0.40949714285714284,0.5714285714285714,0.40949714285714284,0.40949714285714284,0.40949714285714284
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.4072,0.0,0.3840571428571429,0.0,0.0,0.0,0.40949714285714284,0.0,0.4112342857142857,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.41123428571428583,0.4090628571428571,0.4112342857142857,0.08221714285714286,0.4112342857142857,0.4112342857142857,0.4112342857142857,0.5714285714285714,0.4112342857142857,0.0,0.4112342857142857,0.4112342857142857,0.4112342857142857
Monroe's Approval Rule (Monroe),0.0,0.4072,0.0,0.3840571428571429,0.0,0.0,0.0,0.40949714285714284,0.0,0.4112342857142857,0.0,0.0,0.0
Greedy Monroe,0.0,0.4072,0.0,0.3840571428571429,0.0,0.0,0.0,0.40949714285714284,0.0,0.4112342857142857,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.4072,0.0,0.3840571428571429,0.0,0.0,0.0,0.40949714285714284,0.0,0.4112342857142857,0.0,0.0,0.0
