,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.48147920000000005,0.18582959999999998,0.3130527999999999,0.3054335999999999,0.23839600000000002,0.2613048,0.29979999999999996,0.29577040000000004,0.31268,0.29957600000000006,0.31162400000000007,0.3546624
Random Choice,0.48147920000000005,0.0,0.480816,0.480112,0.482384,0.482592,0.483264,0.481552,0.48208,0.481472,0.481616,0.481792,0.480464
Borda ranking,0.18582959999999998,0.480816,0.0,0.254592,0.271008,0.179024,0.198336,0.25624,0.237536,0.2444,0.255968,0.243056,0.491216
Plurality ranking,0.3130527999999999,0.480112,0.254592,0.0,0.243888,0.299936,0.307696,0.335776,0.324592,0.326288,0.3356,0.324832,0.513296
STV,0.3054335999999999,0.482384,0.271008,0.243888,0.0,0.28944,0.300768,0.328928,0.321488,0.327584,0.328592,0.32672,0.467232
Approval Voting (AV),0.23839600000000002,0.482592,0.179024,0.299936,0.28944,0.0,0.102624,0.202464,0.172352,0.196896,0.202064,0.195216,0.4556
Proportional Approval Voting (PAV),0.2613048,0.483264,0.198336,0.307696,0.300768,0.102624,0.0,0.115968,0.07664,0.125072,0.115408,0.12536,0.466704
Approval Chamberlin-Courant (CC),0.29979999999999996,0.481552,0.25624,0.335776,0.328928,0.202464,0.115968,0.0,0.046752,0.127616,0.000816,0.130608,0.452368
Lexicographic Chamberlin-Courant (lex-CC),0.29577040000000004,0.48208,0.237536,0.324592,0.321488,0.172352,0.07664,0.046752,0.0,0.08816,0.046944,0.094912,0.477536
Sequential Approval Chamberlin-Courant (seq-CC),0.31268,0.481472,0.2444,0.326288,0.327584,0.196896,0.125072,0.127616,0.08816,0.0,0.127824,0.015584,0.512464
Monroe's Approval Rule (Monroe),0.29957600000000006,0.481616,0.255968,0.3356,0.328592,0.202064,0.115408,0.000816,0.046944,0.127824,0.0,0.130592,0.452512
Greedy Monroe,0.31162400000000007,0.481792,0.243056,0.324832,0.32672,0.195216,0.12536,0.130608,0.094912,0.015584,0.130592,0.0,0.51264
Minimax Approval Voting (MAV),0.3546624,0.480464,0.491216,0.513296,0.467232,0.4556,0.466704,0.452368,0.477536,0.512464,0.452512,0.51264,0.0
