,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.24450399999999997,0.07488628571428571,0.22866514285714282,0.12479085714285715,0.06706057142857143,0.06706057142857143,0.22546685714285714,0.06706057142857143,0.24975028571428567,0.18650685714285717,0.10056799999999999,0.21418685714285715
Random Choice,0.24450399999999997,0.0,0.2438057142857143,0.24488,0.24582857142857142,0.24492571428571427,0.24492571428571427,0.24494857142857143,0.24492571428571427,0.24534857142857142,0.2450057142857143,0.24386285714285713,0.24506285714285714
Borda ranking,0.07488628571428571,0.2438057142857143,0.0,0.2152,0.1357942857142857,0.09794285714285714,0.09794285714285714,0.24565714285714285,0.09794285714285714,0.24296,0.20669714285714286,0.11850285714285715,0.23437714285714287
Plurality ranking,0.22866514285714282,0.24488,0.2152,0.0,0.23461714285714286,0.23638857142857142,0.23638857142857142,0.27315428571428574,0.23638857142857142,0.17612571428571427,0.2654742857142857,0.2350857142857143,0.27096
STV,0.12479085714285715,0.24582857142857142,0.1357942857142857,0.23461714285714286,0.0,0.11700571428571428,0.11700571428571428,0.24430857142857143,0.11700571428571428,0.24392,0.20534857142857144,0.13226285714285715,0.23302857142857142
Approval Voting (AV),0.06706057142857143,0.24492571428571427,0.09794285714285714,0.23638857142857142,0.11700571428571428,0.0,0.0,0.2439542857142857,0.0,0.24518857142857142,0.2049942857142857,0.07709714285714286,0.23267428571428572
Proportional Approval Voting (PAV),0.06706057142857143,0.24492571428571427,0.09794285714285714,0.23638857142857142,0.11700571428571428,0.0,0.0,0.2439542857142857,0.0,0.24518857142857142,0.2049942857142857,0.07709714285714286,0.23267428571428572
Approval Chamberlin-Courant (CC),0.22546685714285714,0.24494857142857143,0.24565714285714285,0.27315428571428574,0.24430857142857143,0.2439542857142857,0.2439542857142857,0.0,0.2439542857142857,0.2857142857142857,0.03896,0.25204571428571426,0.01128
Lexicographic Chamberlin-Courant (lex-CC),0.06706057142857143,0.24492571428571427,0.09794285714285714,0.23638857142857142,0.11700571428571428,0.0,0.0,0.2439542857142857,0.0,0.24518857142857142,0.2049942857142857,0.07709714285714286,0.23267428571428572
Sequential Approval Chamberlin-Courant (seq-CC),0.24975028571428567,0.24534857142857142,0.24296,0.17612571428571427,0.24392,0.24518857142857142,0.24518857142857142,0.2857142857142857,0.24518857142857142,0.0,0.2793942857142857,0.23578285714285716,0.28394285714285716
Monroe's Approval Rule (Monroe),0.18650685714285717,0.2450057142857143,0.20669714285714286,0.2654742857142857,0.20534857142857144,0.2049942857142857,0.2049942857142857,0.03896,0.2049942857142857,0.2793942857142857,0.0,0.2130857142857143,0.02768
Greedy Monroe,0.10056799999999999,0.24386285714285713,0.11850285714285715,0.2350857142857143,0.13226285714285715,0.07709714285714286,0.07709714285714286,0.25204571428571426,0.07709714285714286,0.23578285714285716,0.2130857142857143,0.0,0.24076571428571428
Minimax Approval Voting (MAV),0.21418685714285715,0.24506285714285714,0.23437714285714287,0.27096,0.23302857142857142,0.23267428571428572,0.23267428571428572,0.01128,0.23267428571428572,0.28394285714285716,0.02768,0.24076571428571428,0.0
