,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.32075279999999984,0.10871999999999996,0.18678399999999998,0.095344,0.17919999999999994,0.17919999999999994,0.17919999999999994,0.17919999999999994,0.18678399999999998,0.17919999999999994,0.18678399999999998,0.27190479999999995
Random Choice,0.32075279999999984,0.0,0.320448,0.319792,0.321264,0.319184,0.319184,0.319184,0.319184,0.319792,0.319184,0.319792,0.31912
Borda ranking,0.10871999999999996,0.320448,0.0,0.172032,0.126896,0.172832,0.172832,0.172832,0.172832,0.172032,0.172832,0.172032,0.323696
Plurality ranking,0.18678399999999998,0.319792,0.172032,0.0,0.161696,0.05368,0.05368,0.05368,0.05368,0.0,0.05368,0.0,0.331664
STV,0.095344,0.321264,0.126896,0.161696,0.0,0.155536,0.155536,0.155536,0.155536,0.161696,0.155536,0.161696,0.307264
Approval Voting (AV),0.17919999999999994,0.319184,0.172832,0.05368,0.155536,0.0,0.0,0.0,0.0,0.05368,0.0,0.05368,0.309024
Proportional Approval Voting (PAV),0.17919999999999994,0.319184,0.172832,0.05368,0.155536,0.0,0.0,0.0,0.0,0.05368,0.0,0.05368,0.309024
Approval Chamberlin-Courant (CC),0.17919999999999994,0.319184,0.172832,0.05368,0.155536,0.0,0.0,0.0,0.0,0.05368,0.0,0.05368,0.309024
Lexicographic Chamberlin-Courant (lex-CC),0.17919999999999994,0.319184,0.172832,0.05368,0.155536,0.0,0.0,0.0,0.0,0.05368,0.0,0.05368,0.309024
Sequential Approval Chamberlin-Courant (seq-CC),0.18678399999999998,0.319792,0.172032,0.0,0.161696,0.05368,0.05368,0.05368,0.05368,0.0,0.05368,0.0,0.331664
Monroe's Approval Rule (Monroe),0.17919999999999994,0.319184,0.172832,0.05368,0.155536,0.0,0.0,0.0,0.0,0.05368,0.0,0.05368,0.309024
Greedy Monroe,0.18678399999999998,0.319792,0.172032,0.0,0.161696,0.05368,0.05368,0.05368,0.05368,0.0,0.05368,0.0,0.331664
Minimax Approval Voting (MAV),0.27190479999999995,0.31912,0.323696,0.331664,0.307264,0.309024,0.309024,0.309024,0.309024,0.331664,0.309024,0.331664,0.0
