,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4795712,0.03636400000000001,0.0823392,0.07347199999999998,0.04764399999999999,0.053454400000000006,0.1737712,0.09495199999999998,0.167564,0.0752752,0.07914639999999999,0.35263279999999997
Random Choice,0.4795712,0.0,0.480224,0.480048,0.480096,0.479776,0.479056,0.48,0.479216,0.479776,0.479168,0.47904,0.477776
Borda ranking,0.03636400000000001,0.480224,0.0,0.070832,0.067712,0.036736,0.041616,0.165824,0.08456,0.154976,0.067408,0.066656,0.37408
Plurality ranking,0.0823392,0.480048,0.070832,0.0,0.07896,0.081344,0.083408,0.189104,0.113344,0.170192,0.09856,0.096736,0.385696
STV,0.07347199999999998,0.480096,0.067712,0.07896,0.0,0.0704,0.075376,0.188304,0.110848,0.179744,0.091504,0.09304,0.371264
Approval Voting (AV),0.04764399999999999,0.479776,0.036736,0.081344,0.0704,0.0,0.0232,0.15808,0.073904,0.148832,0.058528,0.059056,0.367264
Proportional Approval Voting (PAV),0.053454400000000006,0.479056,0.041616,0.083408,0.075376,0.0232,0.0,0.137424,0.052,0.129968,0.038272,0.0432,0.369344
Approval Chamberlin-Courant (CC),0.1737712,0.48,0.165824,0.189104,0.188304,0.15808,0.137424,0.0,0.08832,0.15872,0.10072,0.138464,0.294608
Lexicographic Chamberlin-Courant (lex-CC),0.09495199999999998,0.479216,0.08456,0.113344,0.110848,0.073904,0.052,0.08832,0.0,0.089584,0.038464,0.056432,0.36256
Sequential Approval Chamberlin-Courant (seq-CC),0.167564,0.479776,0.154976,0.170192,0.179744,0.148832,0.129968,0.15872,0.089584,0.0,0.124896,0.1092,0.418704
Monroe's Approval Rule (Monroe),0.0752752,0.479168,0.067408,0.09856,0.091504,0.058528,0.038272,0.10072,0.038464,0.124896,0.0,0.046368,0.363488
Greedy Monroe,0.07914639999999999,0.47904,0.066656,0.096736,0.09304,0.059056,0.0432,0.138464,0.056432,0.1092,0.046368,0.0,0.382192
Minimax Approval Voting (MAV),0.35263279999999997,0.477776,0.37408,0.385696,0.371264,0.367264,0.369344,0.294608,0.36256,0.418704,0.363488,0.382192,0.0
