,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4799671999999999,0.0820304,0.30570320000000006,0.2222504,0.127452,0.1980168,0.32168719999999995,0.31032960000000004,0.30738960000000004,0.25586159999999997,0.2569016,0.4280256
Random Choice,0.4799671999999999,0.0,0.480096,0.479744,0.481184,0.478704,0.479216,0.47912,0.478816,0.47888,0.48048,0.479456,0.478352
Borda ranking,0.0820304,0.480096,0.0,0.313792,0.2364,0.145008,0.170768,0.294,0.279728,0.274416,0.227376,0.224016,0.43608
Plurality ranking,0.30570320000000006,0.479744,0.313792,0.0,0.219616,0.280576,0.337824,0.427488,0.42024,0.420784,0.361568,0.375664,0.482112
STV,0.2222504,0.481184,0.2364,0.219616,0.0,0.192816,0.270336,0.37552,0.368208,0.368048,0.311776,0.319744,0.455472
Approval Voting (AV),0.127452,0.478704,0.145008,0.280576,0.192816,0.0,0.158512,0.296512,0.284496,0.285696,0.220176,0.22888,0.428
Proportional Approval Voting (PAV),0.1980168,0.479216,0.170768,0.337824,0.270336,0.158512,0.0,0.161152,0.143728,0.178768,0.109872,0.117248,0.40128
Approval Chamberlin-Courant (CC),0.32168719999999995,0.47912,0.294,0.427488,0.37552,0.296512,0.161152,0.0,0.023184,0.12832,0.15768,0.152368,0.366096
Lexicographic Chamberlin-Courant (lex-CC),0.31032960000000004,0.478816,0.279728,0.42024,0.368208,0.284496,0.143728,0.023184,0.0,0.107792,0.150752,0.136048,0.379808
Sequential Approval Chamberlin-Courant (seq-CC),0.30738960000000004,0.47888,0.274416,0.420784,0.368048,0.285696,0.178768,0.12832,0.107792,0.0,0.238336,0.079552,0.407968
Monroe's Approval Rule (Monroe),0.25586159999999997,0.48048,0.227376,0.361568,0.311776,0.220176,0.109872,0.15768,0.150752,0.238336,0.0,0.17696,0.395136
Greedy Monroe,0.2569016,0.479456,0.224016,0.375664,0.319744,0.22888,0.117248,0.152368,0.136048,0.079552,0.17696,0.0,0.413248
Minimax Approval Voting (MAV),0.4280256,0.478352,0.43608,0.482112,0.455472,0.428,0.40128,0.366096,0.379808,0.407968,0.395136,0.413248,0.0
