,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4785904,0.037296,0.138484,0.13708800000000002,0.04873519999999999,0.0517832,0.461764,0.09693120000000002,0.3852208,0.24737999999999996,0.10474,0.35178
Random Choice,0.4785904,0.0,0.478592,0.479088,0.479424,0.477712,0.477904,0.481136,0.477232,0.477904,0.4796,0.478752,0.481568
Borda ranking,0.037296,0.478592,0.0,0.125392,0.131936,0.038352,0.03912,0.483856,0.086016,0.368,0.269312,0.094976,0.37384
Plurality ranking,0.138484,0.479088,0.125392,0.0,0.181472,0.147984,0.147696,0.518112,0.172768,0.348832,0.320736,0.175664,0.410496
STV,0.13708800000000002,0.479424,0.131936,0.181472,0.0,0.138784,0.13896,0.480512,0.159856,0.389264,0.268272,0.162992,0.374496
Approval Voting (AV),0.04873519999999999,0.477712,0.038352,0.147984,0.138784,0.0,0.014352,0.47672,0.075232,0.372272,0.26216,0.088752,0.366688
Proportional Approval Voting (PAV),0.0517832,0.477904,0.03912,0.147696,0.13896,0.014352,0.0,0.480144,0.062144,0.367392,0.2656,0.08688,0.37
Approval Chamberlin-Courant (CC),0.461764,0.481136,0.483856,0.518112,0.480512,0.47672,0.480144,0.0,0.482,0.74872,0.231056,0.49744,0.134976
Lexicographic Chamberlin-Courant (lex-CC),0.09693120000000002,0.477232,0.086016,0.172768,0.159856,0.075232,0.062144,0.482,0.0,0.36208,0.275696,0.111472,0.36264
Sequential Approval Chamberlin-Courant (seq-CC),0.3852208,0.477904,0.368,0.348832,0.389264,0.372272,0.367392,0.74872,0.36208,0.0,0.563888,0.36,0.648768
Monroe's Approval Rule (Monroe),0.24737999999999996,0.4796,0.269312,0.320736,0.268272,0.26216,0.2656,0.231056,0.275696,0.563888,0.0,0.283184,0.15024
Greedy Monroe,0.10474,0.478752,0.094976,0.175664,0.162992,0.088752,0.08688,0.49744,0.111472,0.36,0.283184,0.0,0.387568
Minimax Approval Voting (MAV),0.35178,0.481568,0.37384,0.410496,0.374496,0.366688,0.37,0.134976,0.36264,0.648768,0.15024,0.387568,0.0
