,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.3201256,0.0642448,0.1813152,0.08688080000000001,0.1795064,0.1795064,0.1795064,0.1795064,0.1813152,0.1795064,0.1813152,0.312484
Random Choice,0.3201256,0.0,0.319824,0.323072,0.321312,0.32352,0.32352,0.32352,0.32352,0.323072,0.32352,0.323072,0.319312
Borda ranking,0.0642448,0.319824,0.0,0.215712,0.129184,0.214976,0.214976,0.214976,0.214976,0.215712,0.214976,0.215712,0.32144
Plurality ranking,0.1813152,0.323072,0.215712,0.0,0.140624,0.0284,0.0284,0.0284,0.0284,0.0,0.0284,0.0,0.326
STV,0.08688080000000001,0.321312,0.129184,0.140624,0.0,0.137392,0.137392,0.137392,0.137392,0.140624,0.137392,0.140624,0.311088
Approval Voting (AV),0.1795064,0.32352,0.214976,0.0284,0.137392,0.0,0.0,0.0,0.0,0.0284,0.0,0.0284,0.313952
Proportional Approval Voting (PAV),0.1795064,0.32352,0.214976,0.0284,0.137392,0.0,0.0,0.0,0.0,0.0284,0.0,0.0284,0.313952
Approval Chamberlin-Courant (CC),0.1795064,0.32352,0.214976,0.0284,0.137392,0.0,0.0,0.0,0.0,0.0284,0.0,0.0284,0.313952
Lexicographic Chamberlin-Courant (lex-CC),0.1795064,0.32352,0.214976,0.0284,0.137392,0.0,0.0,0.0,0.0,0.0284,0.0,0.0284,0.313952
Sequential Approval Chamberlin-Courant (seq-CC),0.1813152,0.323072,0.215712,0.0,0.140624,0.0284,0.0284,0.0284,0.0284,0.0,0.0284,0.0,0.326
Monroe's Approval Rule (Monroe),0.1795064,0.32352,0.214976,0.0284,0.137392,0.0,0.0,0.0,0.0,0.0284,0.0,0.0284,0.313952
Greedy Monroe,0.1813152,0.323072,0.215712,0.0,0.140624,0.0284,0.0284,0.0284,0.0284,0.0,0.0284,0.0,0.326
Minimax Approval Voting (MAV),0.312484,0.319312,0.32144,0.326,0.311088,0.313952,0.313952,0.313952,0.313952,0.326,0.313952,0.326,0.0
