,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.44282733333333335,0.076316,0.2927146666666667,0.21535933333333335,0.14443266666666668,0.19223400000000002,0.28191066666666664,0.2732306666666667,0.27071466666666666,0.24977200000000002,0.24637333333333333,0.4244186666666667
Random Choice,0.44282733333333335,0.0,0.44396,0.44262666666666667,0.44348,0.44450666666666666,0.44393333333333335,0.44469333333333333,0.44422666666666666,0.44366666666666665,0.44408,0.44337333333333334,0.44368
Borda ranking,0.076316,0.44396,0.0,0.3091333333333333,0.23169333333333333,0.16613333333333333,0.18090666666666666,0.2611866666666667,0.25049333333333335,0.24753333333333333,0.23106666666666667,0.22516,0.44232
Plurality ranking,0.2927146666666667,0.44262666666666667,0.3091333333333333,0.0,0.20338666666666666,0.2561866666666667,0.30424,0.3659866666666667,0.36021333333333333,0.3599733333333333,0.33328,0.33957333333333334,0.45670666666666665
STV,0.21535933333333335,0.44348,0.23169333333333333,0.20338666666666666,0.0,0.18568,0.24552,0.3224,0.31637333333333334,0.3164133333333333,0.29192,0.2935066666666667,0.43856
Approval Voting (AV),0.14443266666666668,0.44450666666666666,0.16613333333333333,0.2561866666666667,0.18568,0.0,0.13768,0.24252,0.23352,0.23441333333333333,0.20817333333333332,0.20784,0.4322666666666667
Proportional Approval Voting (PAV),0.19223400000000002,0.44393333333333335,0.18090666666666666,0.30424,0.24552,0.13768,0.0,0.1242,0.10966666666666666,0.14048,0.09482666666666667,0.1112,0.43310666666666664
Approval Chamberlin-Courant (CC),0.28191066666666664,0.44469333333333333,0.2611866666666667,0.3659866666666667,0.3224,0.24252,0.1242,0.0,0.019906666666666666,0.10644,0.08181333333333334,0.11602666666666667,0.42473333333333335
Lexicographic Chamberlin-Courant (lex-CC),0.2732306666666667,0.44422666666666666,0.25049333333333335,0.36021333333333333,0.31637333333333334,0.23352,0.10966666666666666,0.019906666666666666,0.0,0.08989333333333334,0.08342666666666666,0.10090666666666667,0.43434666666666666
Sequential Approval Chamberlin-Courant (seq-CC),0.27071466666666666,0.44366666666666665,0.24753333333333333,0.3599733333333333,0.3164133333333333,0.23441333333333333,0.14048,0.10644,0.08989333333333334,0.0,0.16261333333333333,0.038053333333333335,0.4518666666666667
Monroe's Approval Rule (Monroe),0.24977200000000002,0.44408,0.23106666666666667,0.33328,0.29192,0.20817333333333332,0.09482666666666667,0.08181333333333334,0.08342666666666666,0.16261333333333333,0.0,0.13446666666666668,0.42548
Greedy Monroe,0.24637333333333333,0.44337333333333334,0.22516,0.33957333333333334,0.2935066666666667,0.20784,0.1112,0.11602666666666667,0.10090666666666667,0.038053333333333335,0.13446666666666668,0.0,0.45170666666666665
Minimax Approval Voting (MAV),0.4244186666666667,0.44368,0.44232,0.45670666666666665,0.43856,0.4322666666666667,0.43310666666666664,0.42473333333333335,0.43434666666666666,0.4518666666666667,0.42548,0.45170666666666665,0.0
