,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.41034571428571426,0.07773428571428571,0.3075891428571429,0.24773542857142852,0.0884617142857143,0.11155142857142858,0.39487028571428573,0.21635085714285715,0.4025714285714286,0.3924782857142858,0.1869222857142857,0.3374891428571429
Random Choice,0.41034571428571426,0.0,0.4110742857142857,0.40937142857142855,0.4112914285714286,0.40963428571428573,0.41061714285714285,0.4058285714285714,0.4110742857142857,0.40850285714285717,0.40590857142857145,0.41064,0.40730285714285713
Borda ranking,0.07773428571428571,0.4110742857142857,0.0,0.2859542857142857,0.24493714285714285,0.1016,0.10437714285714286,0.40910857142857143,0.19682285714285713,0.38685714285714284,0.40669714285714287,0.17685714285714285,0.34186285714285713
Plurality ranking,0.3075891428571429,0.40937142857142855,0.2859542857142857,0.0,0.3376342857142857,0.32296,0.32306285714285715,0.4267885714285714,0.34338285714285716,0.38528,0.4252228571428571,0.3401485714285714,0.4026742857142857
STV,0.24773542857142852,0.4112914285714286,0.24493714285714285,0.3376342857142857,0.0,0.25086857142857144,0.254,0.4074285714285714,0.29084571428571426,0.39037714285714287,0.40510857142857143,0.28602285714285713,0.36669714285714283
Approval Voting (AV),0.0884617142857143,0.40963428571428573,0.1016,0.32296,0.25086857142857144,0.0,0.052205714285714286,0.4000914285714286,0.18546285714285715,0.3965142857142857,0.3976685714285714,0.16256,0.3356571428571429
Proportional Approval Voting (PAV),0.11155142857142858,0.41061714285714285,0.10437714285714286,0.32306285714285715,0.254,0.052205714285714286,0.0,0.40594285714285716,0.14184,0.3905257142857143,0.40352,0.14882285714285715,0.3280571428571429
Approval Chamberlin-Courant (CC),0.39487028571428573,0.4058285714285714,0.40910857142857143,0.4267885714285714,0.4074285714285714,0.4000914285714286,0.40594285714285716,0.0,0.40445714285714285,0.5714285714285714,0.0028457142857142856,0.43141714285714283,0.11499428571428572
Lexicographic Chamberlin-Courant (lex-CC),0.21635085714285715,0.4110742857142857,0.19682285714285713,0.34338285714285716,0.29084571428571426,0.18546285714285715,0.14184,0.40445714285714285,0.0,0.38992,0.40253714285714287,0.17629714285714285,0.29114285714285715
Sequential Approval Chamberlin-Courant (seq-CC),0.4025714285714286,0.40850285714285717,0.38685714285714284,0.38528,0.39037714285714287,0.3965142857142857,0.3905257142857143,0.5714285714285714,0.38992,0.0,0.5705028571428571,0.36104,0.5228457142857142
Monroe's Approval Rule (Monroe),0.3924782857142858,0.40590857142857145,0.40669714285714287,0.4252228571428571,0.40510857142857143,0.3976685714285714,0.40352,0.0028457142857142856,0.40253714285714287,0.5705028571428571,0.0,0.4291542857142857,0.11445714285714285
Greedy Monroe,0.1869222857142857,0.41064,0.17685714285714285,0.3401485714285714,0.28602285714285713,0.16256,0.14882285714285715,0.43141714285714283,0.17629714285714285,0.36104,0.4291542857142857,0.0,0.3525942857142857
Minimax Approval Voting (MAV),0.3374891428571429,0.40730285714285713,0.34186285714285713,0.4026742857142857,0.36669714285714283,0.3356571428571429,0.3280571428571429,0.11499428571428572,0.29114285714285715,0.5228457142857142,0.11445714285714285,0.3525942857142857,0.0
