,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4076611428571428,0.07589028571428569,0.30653428571428576,0.24583542857142854,0.0906782857142857,0.1127457142857143,0.3959634285714286,0.21776800000000002,0.4014308571428571,0.3934605714285713,0.18516457142857143,0.3401874285714286
Random Choice,0.4076611428571428,0.0,0.4082514285714286,0.4088342857142857,0.40901714285714286,0.4081714285714286,0.40803428571428574,0.40893714285714283,0.4077142857142857,0.40813714285714287,0.40878857142857145,0.4069714285714286,0.4089942857142857
Borda ranking,0.07589028571428569,0.4082514285714286,0.0,0.2854514285714286,0.24249142857142858,0.10284571428571429,0.10662857142857143,0.41019428571428573,0.2001257142857143,0.3863657142857143,0.4076457142857143,0.17704,0.34485714285714286
Plurality ranking,0.30653428571428576,0.4088342857142857,0.2854514285714286,0.0,0.3352685714285714,0.3229485714285714,0.32328,0.4293142857142857,0.34344,0.38453714285714286,0.42754285714285717,0.3402171428571429,0.4034285714285714
STV,0.24583542857142854,0.40901714285714286,0.24249142857142858,0.3352685714285714,0.0,0.24928,0.2531771428571429,0.40850285714285717,0.29010285714285716,0.3908342857142857,0.40619428571428573,0.28429714285714286,0.3688342857142857
Approval Voting (AV),0.0906782857142857,0.4081714285714286,0.10284571428571429,0.3229485714285714,0.24928,0.0,0.05190857142857143,0.4025485714285714,0.18672,0.3940228571428571,0.40003428571428573,0.1608457142857143,0.33822857142857143
Proportional Approval Voting (PAV),0.1127457142857143,0.40803428571428574,0.10662857142857143,0.32328,0.2531771428571429,0.05190857142857143,0.0,0.4071657142857143,0.1432342857142857,0.38984,0.40464,0.14882285714285715,0.33117714285714284
Approval Chamberlin-Courant (CC),0.3959634285714286,0.40893714285714283,0.41019428571428573,0.4293142857142857,0.40850285714285717,0.4025485714285714,0.4071657142857143,0.0,0.4042057142857143,0.5714285714285714,0.002857142857142857,0.43260571428571426,0.11260571428571428
Lexicographic Chamberlin-Courant (lex-CC),0.21776800000000002,0.4077142857142857,0.2001257142857143,0.34344,0.29010285714285716,0.18672,0.1432342857142857,0.4042057142857143,0.0,0.3910742857142857,0.4022742857142857,0.1784457142857143,0.2934742857142857
Sequential Approval Chamberlin-Courant (seq-CC),0.4014308571428571,0.40813714285714287,0.3863657142857143,0.38453714285714286,0.3908342857142857,0.3940228571428571,0.38984,0.5714285714285714,0.3910742857142857,0.0,0.5705028571428571,0.36114285714285715,0.5243314285714286
Monroe's Approval Rule (Monroe),0.3934605714285713,0.40878857142857145,0.4076457142857143,0.42754285714285717,0.40619428571428573,0.40003428571428573,0.40464,0.002857142857142857,0.4022742857142857,0.5705028571428571,0.0,0.43026285714285717,0.11221714285714286
Greedy Monroe,0.18516457142857143,0.4069714285714286,0.17704,0.3402171428571429,0.28429714285714286,0.1608457142857143,0.14882285714285715,0.43260571428571426,0.1784457142857143,0.36114285714285715,0.43026285714285717,0.0,0.3550628571428571
Minimax Approval Voting (MAV),0.3401874285714286,0.4089942857142857,0.34485714285714286,0.4034285714285714,0.3688342857142857,0.33822857142857143,0.33117714285714284,0.11260571428571428,0.2934742857142857,0.5243314285714286,0.11221714285714286,0.3550628571428571,0.0
