,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4803128,0.1187432,0.3022104,0.1406144,0.10799999999999998,0.14280639999999997,0.3418184,0.277904,0.337336,0.1788304,0.1815408,0.3413343999999999
Random Choice,0.4803128,0.0,0.4808,0.479168,0.480656,0.481392,0.479488,0.478448,0.47888,0.479872,0.478656,0.479664,0.479008
Borda ranking,0.1187432,0.4808,0.0,0.259584,0.13448,0.110352,0.12656,0.318496,0.250944,0.302464,0.162512,0.1552,0.390304
Plurality ranking,0.3022104,0.479168,0.259584,0.0,0.261056,0.295568,0.299136,0.368352,0.332192,0.3452,0.30776,0.306928,0.424096
STV,0.1406144,0.480656,0.13448,0.261056,0.0,0.111328,0.144336,0.34296,0.277856,0.330416,0.1796,0.178192,0.393184
Approval Voting (AV),0.10799999999999998,0.481392,0.110352,0.295568,0.111328,0.0,0.072256,0.309232,0.233152,0.292096,0.127376,0.12544,0.384864
Proportional Approval Voting (PAV),0.14280639999999997,0.479488,0.12656,0.299136,0.144336,0.072256,0.0,0.253664,0.170096,0.24936,0.077616,0.082336,0.367904
Approval Chamberlin-Courant (CC),0.3418184,0.478448,0.318496,0.368352,0.34296,0.309232,0.253664,0.0,0.10712,0.27104,0.222224,0.254592,0.225776
Lexicographic Chamberlin-Courant (lex-CC),0.277904,0.47888,0.250944,0.332192,0.277856,0.233152,0.170096,0.10712,0.0,0.183264,0.157744,0.172016,0.29288
Sequential Approval Chamberlin-Courant (seq-CC),0.337336,0.479872,0.302464,0.3452,0.330416,0.292096,0.24936,0.27104,0.183264,0.0,0.270912,0.188112,0.4236
Monroe's Approval Rule (Monroe),0.1788304,0.478656,0.162512,0.30776,0.1796,0.127376,0.077616,0.222224,0.157744,0.270912,0.0,0.10944,0.354112
Greedy Monroe,0.1815408,0.479664,0.1552,0.306928,0.178192,0.12544,0.082336,0.254592,0.172016,0.188112,0.10944,0.0,0.385536
Minimax Approval Voting (MAV),0.3413343999999999,0.479008,0.390304,0.424096,0.393184,0.384864,0.367904,0.225776,0.29288,0.4236,0.354112,0.385536,0.0
