,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.2433965714285714,0.056362857142857145,0.20202571428571428,0.15642571428571428,0.06103885714285715,0.06103885714285715,0.23965142857142854,0.06103885714285715,0.24902628571428573,0.2396171428571429,0.12511257142857143,0.23965142857142854
Random Choice,0.2433965714285714,0.0,0.24333714285714286,0.24321142857142858,0.24350857142857144,0.24348571428571428,0.24348571428571428,0.24512,0.24348571428571428,0.24581714285714285,0.24512,0.24472,0.24512
Borda ranking,0.056362857142857145,0.24333714285714286,0.0,0.1818742857142857,0.15612571428571428,0.08059428571428572,0.08059428571428572,0.24490285714285714,0.08059428571428572,0.2438857142857143,0.24486857142857144,0.13034285714285715,0.24490285714285714
Plurality ranking,0.20202571428571428,0.24321142857142858,0.1818742857142857,0.0,0.22165714285714286,0.21243428571428571,0.21243428571428571,0.2537371428571429,0.21243428571428571,0.23346285714285714,0.2537142857142857,0.21998857142857142,0.2537371428571429
STV,0.15642571428571428,0.24350857142857144,0.15612571428571428,0.22165714285714286,0.0,0.15585142857142859,0.15585142857142859,0.24532571428571429,0.15585142857142859,0.24481142857142857,0.24529142857142858,0.1778057142857143,0.24532571428571429
Approval Voting (AV),0.06103885714285715,0.24348571428571428,0.08059428571428572,0.21243428571428571,0.15585142857142859,0.0,0.0,0.24214857142857144,0.0,0.24672,0.24211428571428573,0.11262857142857143,0.24214857142857144
Proportional Approval Voting (PAV),0.06103885714285715,0.24348571428571428,0.08059428571428572,0.21243428571428571,0.15585142857142859,0.0,0.0,0.24214857142857144,0.0,0.24672,0.24211428571428573,0.11262857142857143,0.24214857142857144
Approval Chamberlin-Courant (CC),0.23965142857142854,0.24512,0.24490285714285714,0.2537371428571429,0.24532571428571429,0.24214857142857144,0.24214857142857144,0.0,0.24214857142857144,0.2857142857142857,3.4285714285714284e-05,0.25273142857142855,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.06103885714285715,0.24348571428571428,0.08059428571428572,0.21243428571428571,0.15585142857142859,0.0,0.0,0.24214857142857144,0.0,0.24672,0.24211428571428573,0.11262857142857143,0.24214857142857144
Sequential Approval Chamberlin-Courant (seq-CC),0.24902628571428573,0.24581714285714285,0.2438857142857143,0.23346285714285714,0.24481142857142857,0.24672,0.24672,0.2857142857142857,0.24672,0.0,0.28570285714285715,0.23549714285714285,0.2857142857142857
Monroe's Approval Rule (Monroe),0.2396171428571429,0.24512,0.24486857142857144,0.2537142857142857,0.24529142857142858,0.24211428571428573,0.24211428571428573,3.4285714285714284e-05,0.24211428571428573,0.28570285714285715,0.0,0.25269714285714284,3.4285714285714284e-05
Greedy Monroe,0.12511257142857143,0.24472,0.13034285714285715,0.21998857142857142,0.1778057142857143,0.11262857142857143,0.11262857142857143,0.25273142857142855,0.11262857142857143,0.23549714285714285,0.25269714285714284,0.0,0.25273142857142855
Minimax Approval Voting (MAV),0.23965142857142854,0.24512,0.24490285714285714,0.2537371428571429,0.24532571428571429,0.24214857142857144,0.24214857142857144,0.0,0.24214857142857144,0.2857142857142857,3.4285714285714284e-05,0.25273142857142855,0.0
