,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4781440000000001,0.0,0.40020799999999995,0.0,0.0,0.0,0.4820480000000002,0.0,0.48014400000000007,0.0,0.0,0.0
Random Choice,0.4781440000000001,0.0,0.478144,0.478368,0.478144,0.478144,0.478144,0.48128,0.478144,0.478576,0.478144,0.478144,0.478144
Borda ranking,0.0,0.478144,0.0,0.400208,0.0,0.0,0.0,0.482048,0.0,0.480144,0.0,0.0,0.0
Plurality ranking,0.40020799999999995,0.478368,0.400208,0.0,0.400208,0.400208,0.400208,0.8,0.400208,0.158976,0.400208,0.400208,0.400208
STV,0.0,0.478144,0.0,0.400208,0.0,0.0,0.0,0.482048,0.0,0.480144,0.0,0.0,0.0
Approval Voting (AV),0.0,0.478144,0.0,0.400208,0.0,0.0,0.0,0.482048,0.0,0.480144,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.478144,0.0,0.400208,0.0,0.0,0.0,0.482048,0.0,0.480144,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.4820480000000002,0.48128,0.482048,0.8,0.482048,0.482048,0.482048,0.0,0.482048,0.8,0.482048,0.482048,0.482048
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.478144,0.0,0.400208,0.0,0.0,0.0,0.482048,0.0,0.480144,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.48014400000000007,0.478576,0.480144,0.158976,0.480144,0.480144,0.480144,0.8,0.480144,0.0,0.480144,0.480144,0.480144
Monroe's Approval Rule (Monroe),0.0,0.478144,0.0,0.400208,0.0,0.0,0.0,0.482048,0.0,0.480144,0.0,0.0,0.0
Greedy Monroe,0.0,0.478144,0.0,0.400208,0.0,0.0,0.0,0.482048,0.0,0.480144,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.478144,0.0,0.400208,0.0,0.0,0.0,0.482048,0.0,0.480144,0.0,0.0,0.0
