,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.480316,0.11379120000000001,0.3597479999999999,0.17989759999999996,0.10487439999999999,0.1241208,0.426304,0.2744071999999999,0.4530272,0.22194640000000004,0.1790584,0.3504168
Random Choice,0.480316,0.0,0.480592,0.480688,0.479776,0.478624,0.479376,0.481152,0.482128,0.478912,0.48,0.481024,0.482048
Borda ranking,0.11379120000000001,0.480592,0.0,0.322896,0.17256,0.112112,0.118544,0.482448,0.252768,0.408512,0.27096,0.158944,0.391104
Plurality ranking,0.3597479999999999,0.480688,0.322896,0.0,0.3628,0.383664,0.381936,0.53448,0.391712,0.402304,0.434944,0.383856,0.464368
STV,0.17989759999999996,0.479776,0.17256,0.3628,0.0,0.169312,0.178512,0.479136,0.295744,0.422016,0.272336,0.21144,0.396016
Approval Voting (AV),0.10487439999999999,0.478624,0.112112,0.383664,0.169312,0.0,0.045712,0.474784,0.234032,0.411152,0.257056,0.127488,0.384272
Proportional Approval Voting (PAV),0.1241208,0.479376,0.118544,0.381936,0.178512,0.045712,0.0,0.47784,0.196032,0.405392,0.26096,0.114576,0.376448
Approval Chamberlin-Courant (CC),0.426304,0.481152,0.482448,0.53448,0.479136,0.474784,0.47784,0.0,0.466144,0.765728,0.24336,0.503152,0.191664
Lexicographic Chamberlin-Courant (lex-CC),0.2744071999999999,0.482128,0.252768,0.391712,0.295744,0.234032,0.196032,0.466144,0.0,0.410336,0.331808,0.222784,0.294528
Sequential Approval Chamberlin-Courant (seq-CC),0.4530272,0.478912,0.408512,0.402304,0.422016,0.411152,0.405392,0.765728,0.410336,0.0,0.583888,0.383152,0.62552
Monroe's Approval Rule (Monroe),0.22194640000000004,0.48,0.27096,0.434944,0.272336,0.257056,0.26096,0.24336,0.331808,0.583888,0.0,0.29584,0.209376
Greedy Monroe,0.1790584,0.481024,0.158944,0.383856,0.21144,0.127488,0.114576,0.503152,0.222784,0.383152,0.29584,0.0,0.397536
Minimax Approval Voting (MAV),0.3504168,0.482048,0.391104,0.464368,0.396016,0.384272,0.376448,0.191664,0.294528,0.62552,0.209376,0.397536,0.0
