,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.2776146666666666,0.05385466666666666,0.2429860000000001,0.205582,0.24042733333333327,0.24042733333333327,0.24042733333333327,0.24042733333333327,0.2429860000000001,0.24042733333333327,0.2429860000000001,0.26992000000000005
Random Choice,0.2776146666666666,0.0,0.27786666666666665,0.27746666666666664,0.27704,0.27701333333333333,0.27701333333333333,0.27701333333333333,0.27701333333333333,0.27746666666666664,0.27701333333333333,0.27746666666666664,0.2763333333333333
Borda ranking,0.05385466666666666,0.27786666666666665,0.0,0.23744,0.19590666666666667,0.2372,0.2372,0.2372,0.2372,0.23744,0.2372,0.23744,0.2796133333333333
Plurality ranking,0.2429860000000001,0.27746666666666664,0.23744,0.0,0.18557333333333334,0.06109333333333333,0.06109333333333333,0.06109333333333333,0.06109333333333333,0.0,0.06109333333333333,0.0,0.2873866666666667
STV,0.205582,0.27704,0.19590666666666667,0.18557333333333334,0.0,0.18062666666666666,0.18062666666666666,0.18062666666666666,0.18062666666666666,0.18557333333333334,0.18062666666666666,0.18557333333333334,0.26657333333333333
Approval Voting (AV),0.24042733333333327,0.27701333333333333,0.2372,0.06109333333333333,0.18062666666666666,0.0,0.0,0.0,0.0,0.06109333333333333,0.0,0.06109333333333333,0.26522666666666667
Proportional Approval Voting (PAV),0.24042733333333327,0.27701333333333333,0.2372,0.06109333333333333,0.18062666666666666,0.0,0.0,0.0,0.0,0.06109333333333333,0.0,0.06109333333333333,0.26522666666666667
Approval Chamberlin-Courant (CC),0.24042733333333327,0.27701333333333333,0.2372,0.06109333333333333,0.18062666666666666,0.0,0.0,0.0,0.0,0.06109333333333333,0.0,0.06109333333333333,0.26522666666666667
Lexicographic Chamberlin-Courant (lex-CC),0.24042733333333327,0.27701333333333333,0.2372,0.06109333333333333,0.18062666666666666,0.0,0.0,0.0,0.0,0.06109333333333333,0.0,0.06109333333333333,0.26522666666666667
Sequential Approval Chamberlin-Courant (seq-CC),0.2429860000000001,0.27746666666666664,0.23744,0.0,0.18557333333333334,0.06109333333333333,0.06109333333333333,0.06109333333333333,0.06109333333333333,0.0,0.06109333333333333,0.0,0.2873866666666667
Monroe's Approval Rule (Monroe),0.24042733333333327,0.27701333333333333,0.2372,0.06109333333333333,0.18062666666666666,0.0,0.0,0.0,0.0,0.06109333333333333,0.0,0.06109333333333333,0.26522666666666667
Greedy Monroe,0.2429860000000001,0.27746666666666664,0.23744,0.0,0.18557333333333334,0.06109333333333333,0.06109333333333333,0.06109333333333333,0.06109333333333333,0.0,0.06109333333333333,0.0,0.2873866666666667
Minimax Approval Voting (MAV),0.26992000000000005,0.2763333333333333,0.2796133333333333,0.2873866666666667,0.26657333333333333,0.26522666666666667,0.26522666666666667,0.26522666666666667,0.26522666666666667,0.2873866666666667,0.26522666666666667,0.2873866666666667,0.0
