,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.48082879999999995,8.880000000000002e-05,0.0092168,0.10495119999999998,1.6799999999999995e-05,5.679999999999999e-05,0.47926000000000013,8.880000000000002e-05,0.3998048,0.09696000000000002,0.001604,0.2979704
Random Choice,0.48082879999999995,0.0,0.480848,0.480944,0.481728,0.480832,0.480848,0.48016,0.480848,0.480656,0.482272,0.480784,0.480912
Borda ranking,8.880000000000002e-05,0.480848,0.0,0.0092,0.10496,9.6e-05,3.2e-05,0.479264,0.0,0.399808,0.096976,0.00152,0.297952
Plurality ranking,0.0092168,0.480944,0.0092,0.0,0.110144,0.0092,0.009232,0.481312,0.0092,0.397408,0.102144,0.0104,0.301856
STV,0.10495119999999998,0.481728,0.10496,0.110144,0.0,0.10496,0.104992,0.479152,0.10496,0.399568,0.159888,0.105856,0.324448
Approval Voting (AV),1.6799999999999995e-05,0.480832,9.6e-05,0.0092,0.10496,0.0,6.4e-05,0.479248,9.6e-05,0.399808,0.09696,0.001616,0.297968
Proportional Approval Voting (PAV),5.679999999999999e-05,0.480848,3.2e-05,0.009232,0.104992,6.4e-05,0.0,0.479248,3.2e-05,0.399824,0.09696,0.001552,0.297952
Approval Chamberlin-Courant (CC),0.47926000000000013,0.48016,0.479264,0.481312,0.479152,0.479248,0.479248,0.0,0.479264,0.8,0.401488,0.48,0.280304
Lexicographic Chamberlin-Courant (lex-CC),8.880000000000002e-05,0.480848,0.0,0.0092,0.10496,9.6e-05,3.2e-05,0.479264,0.0,0.399808,0.096976,0.00152,0.297952
Sequential Approval Chamberlin-Courant (seq-CC),0.3998048,0.480656,0.399808,0.397408,0.399568,0.399808,0.399824,0.8,0.399808,0.0,0.464304,0.398976,0.599696
Monroe's Approval Rule (Monroe),0.09696000000000002,0.482272,0.096976,0.102144,0.159888,0.09696,0.09696,0.401488,0.096976,0.464304,0.0,0.09784,0.28896
Greedy Monroe,0.001604,0.480784,0.00152,0.0104,0.105856,0.001616,0.001552,0.48,0.00152,0.398976,0.09784,0.0,0.29872
Minimax Approval Voting (MAV),0.2979704,0.480912,0.297952,0.301856,0.324448,0.297968,0.297952,0.280304,0.297952,0.599696,0.28896,0.29872,0.0
