,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.50159,0.044774,0.1372833333333333,0.11336733333333333,0.05537866666666667,0.061354,0.3854553333333334,0.11829133333333333,0.34512866666666664,0.19757533333333333,0.10710666666666664,0.29933866666666664
Random Choice,0.50159,0.0,0.5015333333333334,0.5009733333333334,0.50092,0.5012266666666667,0.5017333333333334,0.50016,0.50188,0.5021333333333333,0.5007733333333333,0.5008933333333333,0.5013733333333333
Borda ranking,0.044774,0.5015333333333334,0.0,0.12161333333333334,0.10366666666666667,0.03849333333333333,0.043146666666666667,0.3862,0.10621333333333334,0.33021333333333336,0.19816,0.09134666666666667,0.3034266666666667
Plurality ranking,0.1372833333333333,0.5009733333333334,0.12161333333333334,0.0,0.14702666666666667,0.13890666666666668,0.14085333333333333,0.42412,0.17509333333333332,0.32170666666666664,0.25188,0.16368,0.34213333333333334
STV,0.11336733333333333,0.50092,0.10366666666666667,0.14702666666666667,0.0,0.1118,0.11477333333333334,0.39958666666666665,0.15069333333333335,0.35168,0.21181333333333333,0.14,0.31725333333333333
Approval Voting (AV),0.05537866666666667,0.5012266666666667,0.03849333333333333,0.13890666666666668,0.1118,0.0,0.023986666666666667,0.38134666666666667,0.10113333333333334,0.32925333333333334,0.19346666666666668,0.08668,0.29862666666666665
Proportional Approval Voting (PAV),0.061354,0.5017333333333334,0.043146666666666667,0.14085333333333333,0.11477333333333334,0.023986666666666667,0.0,0.3761466666666667,0.08374666666666666,0.3184266666666667,0.18778666666666666,0.08118666666666667,0.29349333333333333
Approval Chamberlin-Courant (CC),0.3854553333333334,0.50016,0.3862,0.42412,0.39958666666666665,0.38134666666666667,0.3761466666666667,0.0,0.34913333333333335,0.5705866666666667,0.22534666666666667,0.3927866666666667,0.10794666666666666
Lexicographic Chamberlin-Courant (lex-CC),0.11829133333333333,0.50188,0.10621333333333334,0.17509333333333332,0.15069333333333335,0.10113333333333334,0.08374666666666666,0.34913333333333335,0.0,0.30202666666666667,0.16464,0.11349333333333333,0.2622933333333333
Sequential Approval Chamberlin-Courant (seq-CC),0.34512866666666664,0.5021333333333333,0.33021333333333336,0.32170666666666664,0.35168,0.32925333333333334,0.3184266666666667,0.5705866666666667,0.30202666666666667,0.0,0.41030666666666665,0.32128,0.48732
Monroe's Approval Rule (Monroe),0.19757533333333333,0.5007733333333333,0.19816,0.25188,0.21181333333333333,0.19346666666666668,0.18778666666666666,0.22534666666666667,0.16464,0.41030666666666665,0.0,0.20514666666666667,0.15774666666666667
Greedy Monroe,0.10710666666666664,0.5008933333333333,0.09134666666666667,0.16368,0.14,0.08668,0.08118666666666667,0.3927866666666667,0.11349333333333333,0.32128,0.20514666666666667,0.0,0.3099866666666667
Minimax Approval Voting (MAV),0.29933866666666664,0.5013733333333333,0.3034266666666667,0.34213333333333334,0.31725333333333333,0.29862666666666665,0.29349333333333333,0.10794666666666666,0.2622933333333333,0.48732,0.15774666666666667,0.3099866666666667,0.0
