,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4441453333333334,0.08594533333333333,0.3237113333333333,0.26137,0.09573466666666668,0.13116,0.42784066666666665,0.2541333333333333,0.4190353333333333,0.41962799999999995,0.20662533333333333,0.34752666666666665
Random Choice,0.4441453333333334,0.0,0.4444266666666667,0.44466666666666665,0.44266666666666665,0.44425333333333333,0.4441866666666667,0.44628,0.4446,0.44434666666666667,0.44626666666666664,0.44364,0.44541333333333333
Borda ranking,0.08594533333333333,0.4444266666666667,0.0,0.29568,0.2597333333333333,0.11168,0.12024,0.44742666666666664,0.23392,0.39957333333333334,0.4398533333333333,0.19417333333333334,0.35101333333333334
Plurality ranking,0.3237113333333333,0.44466666666666665,0.29568,0.0,0.34002666666666664,0.34130666666666665,0.34346666666666664,0.4623466666666667,0.3748666666666667,0.41789333333333334,0.4576266666666667,0.36392,0.4262533333333333
STV,0.26137,0.44266666666666665,0.2597333333333333,0.34002666666666664,0.0,0.26756,0.2774933333333333,0.4438533333333333,0.32809333333333335,0.4077866666666667,0.43668,0.3112666666666667,0.38814666666666664
Approval Voting (AV),0.09573466666666668,0.44425333333333333,0.11168,0.34130666666666665,0.26756,0.0,0.07557333333333334,0.43684,0.2284,0.41161333333333333,0.42850666666666665,0.18136,0.34792
Proportional Approval Voting (PAV),0.13116,0.4441866666666667,0.12024,0.34346666666666664,0.2774933333333333,0.07557333333333334,0.0,0.44168,0.16502666666666665,0.40648,0.4335333333333333,0.15974666666666668,0.32798666666666665
Approval Chamberlin-Courant (CC),0.42784066666666665,0.44628,0.44742666666666664,0.4623466666666667,0.4438533333333333,0.43684,0.44168,0.0,0.43856,0.6666666666666666,0.00924,0.47012,0.18005333333333334
Lexicographic Chamberlin-Courant (lex-CC),0.2541333333333333,0.4446,0.23392,0.3748666666666667,0.32809333333333335,0.2284,0.16502666666666665,0.43856,0.0,0.40664,0.4344266666666667,0.19936,0.26153333333333334
Sequential Approval Chamberlin-Courant (seq-CC),0.4190353333333333,0.44434666666666667,0.39957333333333334,0.41789333333333334,0.4077866666666667,0.41161333333333333,0.40648,0.6666666666666666,0.40664,0.0,0.6626,0.37293333333333334,0.5609333333333333
Monroe's Approval Rule (Monroe),0.41962799999999995,0.44626666666666664,0.4398533333333333,0.4576266666666667,0.43668,0.42850666666666665,0.4335333333333333,0.00924,0.4344266666666667,0.6626,0.0,0.46381333333333336,0.18028
Greedy Monroe,0.20662533333333333,0.44364,0.19417333333333334,0.36392,0.3112666666666667,0.18136,0.15974666666666668,0.47012,0.19936,0.37293333333333334,0.46381333333333336,0.0,0.35236
Minimax Approval Voting (MAV),0.34752666666666665,0.44541333333333333,0.35101333333333334,0.4262533333333333,0.38814666666666664,0.34792,0.32798666666666665,0.18005333333333334,0.26153333333333334,0.5609333333333333,0.18028,0.35236,0.0
