,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4811664,0.08288960000000001,0.2952536,0.2170176,0.11807200000000001,0.1898816,0.3187183999999999,0.3075712,0.30351999999999996,0.2476552,0.24666159999999998,0.4177824
Random Choice,0.4811664,0.0,0.481808,0.479568,0.480528,0.481472,0.481104,0.481456,0.481616,0.480272,0.479952,0.48,0.478128
Borda ranking,0.08288960000000001,0.481808,0.0,0.30536,0.231712,0.139168,0.1624,0.288624,0.274144,0.268928,0.21808,0.211632,0.423088
Plurality ranking,0.2952536,0.479568,0.30536,0.0,0.214912,0.272368,0.32856,0.419584,0.411888,0.41312,0.350208,0.363904,0.4732
STV,0.2170176,0.480528,0.231712,0.214912,0.0,0.18688,0.261968,0.369456,0.361728,0.362416,0.302352,0.31048,0.446848
Approval Voting (AV),0.11807200000000001,0.481472,0.139168,0.272368,0.18688,0.0,0.153472,0.296784,0.284032,0.284864,0.215216,0.22144,0.419536
Proportional Approval Voting (PAV),0.1898816,0.481104,0.1624,0.32856,0.261968,0.153472,0.0,0.166544,0.147856,0.184768,0.109984,0.117808,0.38592
Approval Chamberlin-Courant (CC),0.3187183999999999,0.481456,0.288624,0.419584,0.369456,0.296784,0.166544,0.0,0.024992,0.137648,0.159408,0.160576,0.345488
Lexicographic Chamberlin-Courant (lex-CC),0.3075712,0.481616,0.274144,0.411888,0.361728,0.284032,0.147856,0.024992,0.0,0.115472,0.151152,0.14248,0.360544
Sequential Approval Chamberlin-Courant (seq-CC),0.30351999999999996,0.480272,0.268928,0.41312,0.362416,0.284864,0.184768,0.137648,0.115472,0.0,0.243232,0.085968,0.394288
Monroe's Approval Rule (Monroe),0.2476552,0.479952,0.21808,0.350208,0.302352,0.215216,0.109984,0.159408,0.151152,0.243232,0.0,0.17648,0.382176
Greedy Monroe,0.24666159999999998,0.48,0.211632,0.363904,0.31048,0.22144,0.117808,0.160576,0.14248,0.085968,0.17648,0.0,0.399392
Minimax Approval Voting (MAV),0.4177824,0.478128,0.423088,0.4732,0.446848,0.419536,0.38592,0.345488,0.360544,0.394288,0.382176,0.399392,0.0
