,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.5008553333333333,0.079214,0.3337333333333333,0.2526913333333333,0.08994066666666664,0.13637066666666667,0.4504586666666667,0.22953866666666667,0.40972333333333333,0.3287666666666667,0.21507066666666666,0.4458533333333333
Random Choice,0.5008553333333333,0.0,0.5011866666666667,0.50036,0.5016133333333334,0.50072,0.5005733333333333,0.4985866666666667,0.50028,0.5012533333333333,0.49961333333333335,0.501,0.49861333333333335
Borda ranking,0.079214,0.5011866666666667,0.0,0.33021333333333336,0.26110666666666665,0.10456,0.10153333333333334,0.46282666666666666,0.19569333333333333,0.3867466666666667,0.339,0.18937333333333334,0.45721333333333336
Plurality ranking,0.3337333333333333,0.50036,0.33021333333333336,0.0,0.29172,0.3358933333333333,0.3578,0.5055866666666666,0.4000666666666667,0.46026666666666666,0.41902666666666666,0.38898666666666665,0.504
STV,0.2526913333333333,0.5016133333333334,0.26110666666666665,0.29172,0.0,0.24312,0.27785333333333334,0.4802533333333333,0.33357333333333333,0.43550666666666665,0.37062666666666666,0.31926666666666664,0.47684
Approval Voting (AV),0.08994066666666664,0.50072,0.10456,0.3358933333333333,0.24312,0.0,0.10473333333333333,0.46012,0.21412,0.40945333333333334,0.3317333333333333,0.20169333333333334,0.4550266666666667
Proportional Approval Voting (PAV),0.13637066666666667,0.5005733333333333,0.10153333333333334,0.3578,0.27785333333333334,0.10473333333333333,0.0,0.4550133333333333,0.12434666666666666,0.39701333333333333,0.33124,0.15977333333333332,0.44868
Approval Chamberlin-Courant (CC),0.4504586666666667,0.4985866666666667,0.46282666666666666,0.5055866666666666,0.4802533333333333,0.46012,0.4550133333333333,0.0,0.45396,0.6927733333333334,0.22768,0.4882533333333333,0.008386666666666667
Lexicographic Chamberlin-Courant (lex-CC),0.22953866666666667,0.50028,0.19569333333333333,0.4000666666666667,0.33357333333333333,0.21412,0.12434666666666666,0.45396,0.0,0.40086666666666665,0.34764,0.17444,0.44566666666666666
Sequential Approval Chamberlin-Courant (seq-CC),0.40972333333333333,0.5012533333333333,0.3867466666666667,0.46026666666666666,0.43550666666666665,0.40945333333333334,0.39701333333333333,0.6927733333333334,0.40086666666666665,0.0,0.5931333333333333,0.37694666666666665,0.6862533333333334
Monroe's Approval Rule (Monroe),0.3287666666666667,0.49961333333333335,0.339,0.41902666666666666,0.37062666666666666,0.3317333333333333,0.33124,0.22768,0.34764,0.5931333333333333,0.0,0.3782,0.22748
Greedy Monroe,0.21507066666666666,0.501,0.18937333333333334,0.38898666666666665,0.31926666666666664,0.20169333333333334,0.15977333333333332,0.4882533333333333,0.17444,0.37694666666666665,0.3782,0.0,0.48124
Minimax Approval Voting (MAV),0.4458533333333333,0.49861333333333335,0.45721333333333336,0.504,0.47684,0.4550266666666667,0.44868,0.008386666666666667,0.44566666666666666,0.6862533333333334,0.22748,0.48124,0.0
