,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4091611428571429,0.08248057142857142,0.29692114285714283,0.22699657142857146,0.092,0.10770114285714287,0.372896,0.1774485714285714,0.4167451428571429,0.3295445714285714,0.17628914285714287,0.2885857142857143
Random Choice,0.4091611428571429,0.0,0.4089257142857143,0.4081714285714286,0.40888,0.40808,0.40803428571428574,0.4067657142857143,0.4090971428571429,0.40937142857142855,0.4067657142857143,0.40794285714285716,0.4063085714285714
Borda ranking,0.08248057142857142,0.4089257142857143,0.0,0.27315428571428574,0.22454857142857143,0.09342857142857143,0.09180571428571428,0.4108342857142857,0.15445714285714285,0.39064,0.3675542857142857,0.15990857142857143,0.31961142857142855
Plurality ranking,0.29692114285714283,0.4081714285714286,0.27315428571428574,0.0,0.32374857142857144,0.3072114285714286,0.30746285714285715,0.4530057142857143,0.3210057142857143,0.3476914285714286,0.4295657142857143,0.31864,0.4092
STV,0.22699657142857146,0.40888,0.22454857142857143,0.32374857142857144,0.0,0.2267657142857143,0.2301257142857143,0.40946285714285713,0.2563314285714286,0.3954857142857143,0.3666285714285714,0.25656,0.33656
Approval Voting (AV),0.092,0.40808,0.09342857142857143,0.3072114285714286,0.2267657142857143,0.0,0.03690285714285714,0.40117714285714284,0.13536,0.3996,0.3577142857142857,0.14929142857142857,0.31241142857142856
Proportional Approval Voting (PAV),0.10770114285714287,0.40803428571428574,0.09180571428571428,0.30746285714285715,0.2301257142857143,0.03690285714285714,0.0,0.4068685714285714,0.10368,0.3935314285714286,0.3634171428571429,0.13930285714285714,0.31067428571428574
Approval Chamberlin-Courant (CC),0.372896,0.4067657142857143,0.4108342857142857,0.4530057142857143,0.40946285714285713,0.40117714285714284,0.4068685714285714,0.0,0.4043542857142857,0.5714285714285714,0.045085714285714285,0.4301942857142857,0.1313257142857143
Lexicographic Chamberlin-Courant (lex-CC),0.1774485714285714,0.4090971428571429,0.15445714285714285,0.3210057142857143,0.2563314285714286,0.13536,0.10368,0.4043542857142857,0.0,0.3941485714285714,0.36392,0.16217142857142858,0.28694857142857144
Sequential Approval Chamberlin-Courant (seq-CC),0.4167451428571429,0.40937142857142855,0.39064,0.3476914285714286,0.3954857142857143,0.3996,0.3935314285714286,0.5714285714285714,0.3941485714285714,0.0,0.5536685714285714,0.36821714285714285,0.5246514285714285
Monroe's Approval Rule (Monroe),0.3295445714285714,0.4067657142857143,0.3675542857142857,0.4295657142857143,0.3666285714285714,0.3577142857142857,0.3634171428571429,0.045085714285714285,0.36392,0.5536685714285714,0.0,0.38696,0.10313142857142857
Greedy Monroe,0.17628914285714287,0.40794285714285716,0.15990857142857143,0.31864,0.25656,0.14929142857142857,0.13930285714285714,0.4301942857142857,0.16217142857142858,0.36821714285714285,0.38696,0.0,0.33514285714285713
Minimax Approval Voting (MAV),0.2885857142857143,0.4063085714285714,0.31961142857142855,0.4092,0.33656,0.31241142857142856,0.31067428571428574,0.1313257142857143,0.28694857142857144,0.5246514285714285,0.10313142857142857,0.33514285714285713,0.0
