,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4428713333333334,0.08457533333333334,0.3208580000000001,0.26126,0.09570466666666666,0.13128,0.4256613333333333,0.25541800000000003,0.421608,0.4175533333333334,0.20923866666666668,0.3481173333333334
Random Choice,0.4428713333333334,0.0,0.4428666666666667,0.44333333333333336,0.443,0.4421466666666667,0.44222666666666666,0.44308,0.44344,0.4454666666666667,0.4430133333333333,0.44354666666666664,0.44477333333333335
Borda ranking,0.08457533333333334,0.4428666666666667,0.0,0.2946533333333333,0.25812,0.11212,0.11856,0.4455866666666667,0.23404,0.40128,0.43788,0.19768,0.35124
Plurality ranking,0.3208580000000001,0.44333333333333336,0.2946533333333333,0.0,0.34225333333333335,0.34082666666666667,0.34184,0.46254666666666666,0.37316,0.4186666666666667,0.45728,0.36401333333333336,0.4257066666666667
STV,0.26126,0.443,0.25812,0.34225333333333335,0.0,0.26498666666666665,0.2753333333333333,0.4413066666666667,0.3266266666666667,0.40914666666666666,0.43416,0.31222666666666665,0.38670666666666664
Approval Voting (AV),0.09570466666666666,0.4421466666666667,0.11212,0.34082666666666667,0.26498666666666665,0.0,0.07537333333333333,0.43628,0.22754666666666667,0.4130666666666667,0.42824,0.18558666666666668,0.34890666666666664
Proportional Approval Voting (PAV),0.13128,0.44222666666666666,0.11856,0.34184,0.2753333333333333,0.07537333333333333,0.0,0.4412933333333333,0.16426666666666667,0.4062133333333333,0.43345333333333336,0.16438666666666665,0.32852
Approval Chamberlin-Courant (CC),0.4256613333333333,0.44308,0.4455866666666667,0.46254666666666666,0.4413066666666667,0.43628,0.4412933333333333,0.0,0.43792,0.6666666666666666,0.009266666666666666,0.46952,0.17872
Lexicographic Chamberlin-Courant (lex-CC),0.25541800000000003,0.44344,0.23404,0.37316,0.3266266666666667,0.22754666666666667,0.16426666666666667,0.43792,0.0,0.40657333333333334,0.43388,0.20112,0.26198666666666665
Sequential Approval Chamberlin-Courant (seq-CC),0.421608,0.4454666666666667,0.40128,0.4186666666666667,0.40914666666666666,0.4130666666666667,0.4062133333333333,0.6666666666666666,0.40657333333333334,0.0,0.6628,0.37472,0.5633733333333333
Monroe's Approval Rule (Monroe),0.4175533333333334,0.4430133333333333,0.43788,0.45728,0.43416,0.42824,0.43345333333333336,0.009266666666666666,0.43388,0.6628,0.0,0.4636533333333333,0.17917333333333332
Greedy Monroe,0.20923866666666668,0.44354666666666664,0.19768,0.36401333333333336,0.31222666666666665,0.18558666666666668,0.16438666666666665,0.46952,0.20112,0.37472,0.4636533333333333,0.0,0.3546
Minimax Approval Voting (MAV),0.3481173333333334,0.44477333333333335,0.35124,0.4257066666666667,0.38670666666666664,0.34890666666666664,0.32852,0.17872,0.26198666666666665,0.5633733333333333,0.17917333333333332,0.3546,0.0
