,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.32118160000000007,0.10640479999999998,0.22091279999999996,0.2869304,0.18504479999999998,0.18504479999999998,0.27728959999999997,0.18504479999999998,0.3285808,0.27728959999999997,0.2593456,0.27728959999999997
Random Choice,0.32118160000000007,0.0,0.320176,0.322192,0.319136,0.319776,0.319776,0.319792,0.319776,0.31928,0.319792,0.319744,0.319792
Borda ranking,0.10640479999999998,0.320176,0.0,0.191424,0.284832,0.178704,0.178704,0.323536,0.178704,0.300688,0.323536,0.24776,0.323536
Plurality ranking,0.22091279999999996,0.322192,0.191424,0.0,0.297968,0.28416,0.28416,0.3344,0.28416,0.296576,0.3344,0.29536,0.3344
STV,0.2869304,0.319136,0.284832,0.297968,0.0,0.290304,0.290304,0.319088,0.290304,0.313888,0.319088,0.31632,0.319088
Approval Voting (AV),0.18504479999999998,0.319776,0.178704,0.28416,0.290304,0.0,0.0,0.30432,0.0,0.320608,0.30432,0.221888,0.30432
Proportional Approval Voting (PAV),0.18504479999999998,0.319776,0.178704,0.28416,0.290304,0.0,0.0,0.30432,0.0,0.320608,0.30432,0.221888,0.30432
Approval Chamberlin-Courant (CC),0.27728959999999997,0.319792,0.323536,0.3344,0.319088,0.30432,0.30432,0.0,0.30432,0.4,0.0,0.342624,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.18504479999999998,0.319776,0.178704,0.28416,0.290304,0.0,0.0,0.30432,0.0,0.320608,0.30432,0.221888,0.30432
Sequential Approval Chamberlin-Courant (seq-CC),0.3285808,0.31928,0.300688,0.296576,0.313888,0.320608,0.320608,0.4,0.320608,0.0,0.4,0.271232,0.4
Monroe's Approval Rule (Monroe),0.27728959999999997,0.319792,0.323536,0.3344,0.319088,0.30432,0.30432,0.0,0.30432,0.4,0.0,0.342624,0.0
Greedy Monroe,0.2593456,0.319744,0.24776,0.29536,0.31632,0.221888,0.221888,0.342624,0.221888,0.271232,0.342624,0.0,0.342624
Minimax Approval Voting (MAV),0.27728959999999997,0.319792,0.323536,0.3344,0.319088,0.30432,0.30432,0.0,0.30432,0.4,0.0,0.342624,0.0
