,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.2772686666666667,0.046740000000000004,0.2505600000000001,0.12639800000000004,3.600000000000001e-05,3.600000000000001e-05,0.2713059999999999,3.600000000000001e-05,0.28510800000000003,0.2713059999999999,0.12488533333333335,0.2713059999999999
Random Choice,0.2772686666666667,0.0,0.27756,0.2777733333333333,0.2769333333333333,0.27728,0.27728,0.27701333333333333,0.27728,0.27936,0.27701333333333333,0.27812,0.27701333333333333
Borda ranking,0.046740000000000004,0.27756,0.0,0.23826666666666665,0.12102666666666667,0.04677333333333333,0.04677333333333333,0.27916,0.04677333333333333,0.27804,0.27916,0.12313333333333333,0.27916
Plurality ranking,0.2505600000000001,0.2777733333333333,0.23826666666666665,0.0,0.26596,0.25056,0.25056,0.2895333333333333,0.25056,0.26306666666666667,0.2895333333333333,0.2643066666666667,0.2895333333333333
STV,0.12639800000000004,0.2769333333333333,0.12102666666666667,0.26596,0.0,0.12641333333333332,0.12641333333333332,0.2779466666666667,0.12641333333333332,0.2776266666666667,0.2779466666666667,0.15704,0.2779466666666667
Approval Voting (AV),3.600000000000001e-05,0.27728,0.04677333333333333,0.25056,0.12641333333333332,0.0,0.0,0.27130666666666664,0.0,0.28512,0.27130666666666664,0.12492,0.27130666666666664
Proportional Approval Voting (PAV),3.600000000000001e-05,0.27728,0.04677333333333333,0.25056,0.12641333333333332,0.0,0.0,0.27130666666666664,0.0,0.28512,0.27130666666666664,0.12492,0.27130666666666664
Approval Chamberlin-Courant (CC),0.2713059999999999,0.27701333333333333,0.27916,0.2895333333333333,0.2779466666666667,0.27130666666666664,0.27130666666666664,0.0,0.27130666666666664,0.3333333333333333,0.0,0.29084,0.0
Lexicographic Chamberlin-Courant (lex-CC),3.600000000000001e-05,0.27728,0.04677333333333333,0.25056,0.12641333333333332,0.0,0.0,0.27130666666666664,0.0,0.28512,0.27130666666666664,0.12492,0.27130666666666664
Sequential Approval Chamberlin-Courant (seq-CC),0.28510800000000003,0.27936,0.27804,0.26306666666666667,0.2776266666666667,0.28512,0.28512,0.3333333333333333,0.28512,0.0,0.3333333333333333,0.2647333333333333,0.3333333333333333
Monroe's Approval Rule (Monroe),0.2713059999999999,0.27701333333333333,0.27916,0.2895333333333333,0.2779466666666667,0.27130666666666664,0.27130666666666664,0.0,0.27130666666666664,0.3333333333333333,0.0,0.29084,0.0
Greedy Monroe,0.12488533333333335,0.27812,0.12313333333333333,0.2643066666666667,0.15704,0.12492,0.12492,0.29084,0.12492,0.2647333333333333,0.29084,0.0,0.29084
Minimax Approval Voting (MAV),0.2713059999999999,0.27701333333333333,0.27916,0.2895333333333333,0.2779466666666667,0.27130666666666664,0.27130666666666664,0.0,0.27130666666666664,0.3333333333333333,0.0,0.29084,0.0
