,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.3202704,0.060911999999999994,0.220936,0.1846928,0.0592416,0.0592416,0.31328639999999996,0.0592416,0.3177664,0.31027840000000007,0.12961999999999999,0.31328639999999996
Random Choice,0.3202704,0.0,0.320256,0.321216,0.320448,0.321376,0.321376,0.321632,0.321376,0.32024,0.32144,0.321168,0.321632
Borda ranking,0.060911999999999994,0.320256,0.0,0.186384,0.183152,0.088944,0.088944,0.32176,0.088944,0.309712,0.318752,0.138944,0.32176
Plurality ranking,0.220936,0.321216,0.186384,0.0,0.255648,0.239056,0.239056,0.329904,0.239056,0.304672,0.328144,0.25,0.329904
STV,0.1846928,0.320448,0.183152,0.255648,0.0,0.184464,0.184464,0.321344,0.184464,0.311904,0.3184,0.209056,0.321344
Approval Voting (AV),0.0592416,0.321376,0.088944,0.239056,0.184464,0.0,0.0,0.31752,0.0,0.314896,0.314512,0.117104,0.31752
Proportional Approval Voting (PAV),0.0592416,0.321376,0.088944,0.239056,0.184464,0.0,0.0,0.31752,0.0,0.314896,0.314512,0.117104,0.31752
Approval Chamberlin-Courant (CC),0.31328639999999996,0.321632,0.32176,0.329904,0.321344,0.31752,0.31752,0.0,0.31752,0.4,0.003008,0.331664,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.0592416,0.321376,0.088944,0.239056,0.184464,0.0,0.0,0.31752,0.0,0.314896,0.314512,0.117104,0.31752
Sequential Approval Chamberlin-Courant (seq-CC),0.3177664,0.32024,0.309712,0.304672,0.311904,0.314896,0.314896,0.4,0.314896,0.0,0.399296,0.298256,0.4
Monroe's Approval Rule (Monroe),0.31027840000000007,0.32144,0.318752,0.328144,0.3184,0.314512,0.314512,0.003008,0.314512,0.399296,0.0,0.328656,0.003008
Greedy Monroe,0.12961999999999999,0.321168,0.138944,0.25,0.209056,0.117104,0.117104,0.331664,0.117104,0.298256,0.328656,0.0,0.331664
Minimax Approval Voting (MAV),0.31328639999999996,0.321632,0.32176,0.329904,0.321344,0.31752,0.31752,0.0,0.31752,0.4,0.003008,0.331664,0.0
