,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.47819200000000006,0.084056,0.30133999999999994,0.21724800000000002,0.12133440000000002,0.19394160000000002,0.32053280000000006,0.30829520000000005,0.30466799999999994,0.2490256,0.249216,0.4181576000000001
Random Choice,0.47819200000000006,0.0,0.479024,0.479536,0.48128,0.481856,0.481216,0.480688,0.481312,0.481344,0.481008,0.480752,0.479536
Borda ranking,0.084056,0.479024,0.0,0.311552,0.2352,0.145088,0.166144,0.289696,0.274336,0.269632,0.220336,0.214208,0.423392
Plurality ranking,0.30133999999999994,0.479536,0.311552,0.0,0.221488,0.278208,0.336256,0.423184,0.415792,0.415184,0.356752,0.368752,0.471952
STV,0.21724800000000002,0.48128,0.2352,0.221488,0.0,0.189104,0.266992,0.371664,0.364176,0.363936,0.307264,0.313408,0.445696
Approval Voting (AV),0.12133440000000002,0.481856,0.145088,0.278208,0.189104,0.0,0.156368,0.295856,0.282608,0.283584,0.215408,0.22248,0.416544
Proportional Approval Voting (PAV),0.19394160000000002,0.481216,0.166144,0.336256,0.266992,0.156368,0.0,0.162208,0.142848,0.178496,0.109904,0.113904,0.383952
Approval Chamberlin-Courant (CC),0.32053280000000006,0.480688,0.289696,0.423184,0.371664,0.295856,0.162208,0.0,0.026256,0.133328,0.159664,0.155856,0.343056
Lexicographic Chamberlin-Courant (lex-CC),0.30829520000000005,0.481312,0.274336,0.415792,0.364176,0.282608,0.142848,0.026256,0.0,0.10976,0.151664,0.136784,0.358784
Sequential Approval Chamberlin-Courant (seq-CC),0.30466799999999994,0.481344,0.269632,0.415184,0.363936,0.283584,0.178496,0.133328,0.10976,0.0,0.239392,0.083424,0.390976
Monroe's Approval Rule (Monroe),0.2490256,0.481008,0.220336,0.356752,0.307264,0.215408,0.109904,0.159664,0.151664,0.239392,0.0,0.175296,0.381072
Greedy Monroe,0.249216,0.480752,0.214208,0.368752,0.313408,0.22248,0.113904,0.155856,0.136784,0.083424,0.175296,0.0,0.396976
Minimax Approval Voting (MAV),0.4181576000000001,0.479536,0.423392,0.471952,0.445696,0.416544,0.383952,0.343056,0.358784,0.390976,0.381072,0.396976,0.0
