,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.318568,0.06301680000000001,0.1781472,0.08511920000000002,0.17799039999999997,0.17799039999999997,0.17799039999999997,0.17799039999999997,0.1781472,0.17799039999999997,0.1781472,0.31318159999999995
Random Choice,0.318568,0.0,0.317584,0.319824,0.319312,0.320368,0.320368,0.320368,0.320368,0.319824,0.320368,0.319824,0.320128
Borda ranking,0.06301680000000001,0.317584,0.0,0.213248,0.126144,0.214048,0.214048,0.214048,0.214048,0.213248,0.214048,0.213248,0.32256
Plurality ranking,0.1781472,0.319824,0.213248,0.0,0.137408,0.026768,0.026768,0.026768,0.026768,0.0,0.026768,0.0,0.326368
STV,0.08511920000000002,0.319312,0.126144,0.137408,0.0,0.137184,0.137184,0.137184,0.137184,0.137408,0.137184,0.137408,0.313664
Approval Voting (AV),0.17799039999999997,0.320368,0.214048,0.026768,0.137184,0.0,0.0,0.0,0.0,0.026768,0.0,0.026768,0.315424
Proportional Approval Voting (PAV),0.17799039999999997,0.320368,0.214048,0.026768,0.137184,0.0,0.0,0.0,0.0,0.026768,0.0,0.026768,0.315424
Approval Chamberlin-Courant (CC),0.17799039999999997,0.320368,0.214048,0.026768,0.137184,0.0,0.0,0.0,0.0,0.026768,0.0,0.026768,0.315424
Lexicographic Chamberlin-Courant (lex-CC),0.17799039999999997,0.320368,0.214048,0.026768,0.137184,0.0,0.0,0.0,0.0,0.026768,0.0,0.026768,0.315424
Sequential Approval Chamberlin-Courant (seq-CC),0.1781472,0.319824,0.213248,0.0,0.137408,0.026768,0.026768,0.026768,0.026768,0.0,0.026768,0.0,0.326368
Monroe's Approval Rule (Monroe),0.17799039999999997,0.320368,0.214048,0.026768,0.137184,0.0,0.0,0.0,0.0,0.026768,0.0,0.026768,0.315424
Greedy Monroe,0.1781472,0.319824,0.213248,0.0,0.137408,0.026768,0.026768,0.026768,0.026768,0.0,0.026768,0.0,0.326368
Minimax Approval Voting (MAV),0.31318159999999995,0.320128,0.32256,0.326368,0.313664,0.315424,0.315424,0.315424,0.315424,0.326368,0.315424,0.326368,0.0
