,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.27719466666666664,0.059019999999999996,0.1827,0.09766666666666667,0.1816733333333333,0.1816733333333333,0.1816733333333333,0.1816733333333333,0.1827,0.1816733333333333,0.1827,0.26997
Random Choice,0.27719466666666664,0.0,0.2773333333333333,0.27913333333333334,0.27841333333333335,0.279,0.279,0.279,0.279,0.27913333333333334,0.279,0.27913333333333334,0.27848
Borda ranking,0.059019999999999996,0.2773333333333333,0.0,0.21278666666666668,0.13241333333333333,0.21325333333333332,0.21325333333333332,0.21325333333333332,0.21325333333333332,0.21278666666666668,0.21325333333333332,0.21278666666666668,0.2771733333333333
Plurality ranking,0.1827,0.27913333333333334,0.21278666666666668,0.0,0.14048,0.028586666666666666,0.028586666666666666,0.028586666666666666,0.028586666666666666,0.0,0.028586666666666666,0.0,0.28168
STV,0.09766666666666667,0.27841333333333335,0.13241333333333333,0.14048,0.0,0.13918666666666665,0.13918666666666665,0.13918666666666665,0.13918666666666665,0.14048,0.13918666666666665,0.14048,0.2705066666666667
Approval Voting (AV),0.1816733333333333,0.279,0.21325333333333332,0.028586666666666666,0.13918666666666665,0.0,0.0,0.0,0.0,0.028586666666666666,0.0,0.028586666666666666,0.27157333333333333
Proportional Approval Voting (PAV),0.1816733333333333,0.279,0.21325333333333332,0.028586666666666666,0.13918666666666665,0.0,0.0,0.0,0.0,0.028586666666666666,0.0,0.028586666666666666,0.27157333333333333
Approval Chamberlin-Courant (CC),0.1816733333333333,0.279,0.21325333333333332,0.028586666666666666,0.13918666666666665,0.0,0.0,0.0,0.0,0.028586666666666666,0.0,0.028586666666666666,0.27157333333333333
Lexicographic Chamberlin-Courant (lex-CC),0.1816733333333333,0.279,0.21325333333333332,0.028586666666666666,0.13918666666666665,0.0,0.0,0.0,0.0,0.028586666666666666,0.0,0.028586666666666666,0.27157333333333333
Sequential Approval Chamberlin-Courant (seq-CC),0.1827,0.27913333333333334,0.21278666666666668,0.0,0.14048,0.028586666666666666,0.028586666666666666,0.028586666666666666,0.028586666666666666,0.0,0.028586666666666666,0.0,0.28168
Monroe's Approval Rule (Monroe),0.1816733333333333,0.279,0.21325333333333332,0.028586666666666666,0.13918666666666665,0.0,0.0,0.0,0.0,0.028586666666666666,0.0,0.028586666666666666,0.27157333333333333
Greedy Monroe,0.1827,0.27913333333333334,0.21278666666666668,0.0,0.14048,0.028586666666666666,0.028586666666666666,0.028586666666666666,0.028586666666666666,0.0,0.028586666666666666,0.0,0.28168
Minimax Approval Voting (MAV),0.26997,0.27848,0.2771733333333333,0.28168,0.2705066666666667,0.27157333333333333,0.27157333333333333,0.27157333333333333,0.27157333333333333,0.28168,0.27157333333333333,0.28168,0.0
