,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.2450308571428572,0.052031428571428576,0.17847657142857146,0.10324457142857145,0.17731371428571432,0.17731371428571432,0.17731371428571432,0.17731371428571432,0.17847657142857146,0.17731371428571432,0.17847657142857146,0.23876571428571428
Random Choice,0.2450308571428572,0.0,0.24548571428571428,0.24529142857142858,0.24490285714285714,0.24504,0.24504,0.24504,0.24504,0.24529142857142858,0.24504,0.24529142857142858,0.24365714285714285
Borda ranking,0.052031428571428576,0.24548571428571428,0.0,0.20094857142857142,0.13005714285714284,0.2008,0.2008,0.2008,0.2008,0.20094857142857142,0.2008,0.20094857142857142,0.24507428571428572
Plurality ranking,0.17847657142857146,0.24529142857142858,0.20094857142857142,0.0,0.13592,0.02952,0.02952,0.02952,0.02952,0.0,0.02952,0.0,0.24937142857142858
STV,0.10324457142857145,0.24490285714285714,0.13005714285714284,0.13592,0.0,0.13392,0.13392,0.13392,0.13392,0.13592,0.13392,0.13592,0.24027428571428572
Approval Voting (AV),0.17731371428571432,0.24504,0.2008,0.02952,0.13392,0.0,0.0,0.0,0.0,0.02952,0.0,0.02952,0.24033142857142858
Proportional Approval Voting (PAV),0.17731371428571432,0.24504,0.2008,0.02952,0.13392,0.0,0.0,0.0,0.0,0.02952,0.0,0.02952,0.24033142857142858
Approval Chamberlin-Courant (CC),0.17731371428571432,0.24504,0.2008,0.02952,0.13392,0.0,0.0,0.0,0.0,0.02952,0.0,0.02952,0.24033142857142858
Lexicographic Chamberlin-Courant (lex-CC),0.17731371428571432,0.24504,0.2008,0.02952,0.13392,0.0,0.0,0.0,0.0,0.02952,0.0,0.02952,0.24033142857142858
Sequential Approval Chamberlin-Courant (seq-CC),0.17847657142857146,0.24529142857142858,0.20094857142857142,0.0,0.13592,0.02952,0.02952,0.02952,0.02952,0.0,0.02952,0.0,0.24937142857142858
Monroe's Approval Rule (Monroe),0.17731371428571432,0.24504,0.2008,0.02952,0.13392,0.0,0.0,0.0,0.0,0.02952,0.0,0.02952,0.24033142857142858
Greedy Monroe,0.17847657142857146,0.24529142857142858,0.20094857142857142,0.0,0.13592,0.02952,0.02952,0.02952,0.02952,0.0,0.02952,0.0,0.24937142857142858
Minimax Approval Voting (MAV),0.23876571428571428,0.24365714285714285,0.24507428571428572,0.24937142857142858,0.24027428571428572,0.24033142857142858,0.24033142857142858,0.24033142857142858,0.24033142857142858,0.24937142857142858,0.24033142857142858,0.24937142857142858,0.0
