,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.32000960000000006,0.080164,0.07550160000000002,0.04834719999999999,0.0736136,0.0736136,0.0736136,0.0736136,0.07550160000000002,0.0736136,0.07550160000000002,0.27734000000000003
Random Choice,0.32000960000000006,0.0,0.319216,0.32024,0.320544,0.320336,0.320336,0.320336,0.320336,0.32024,0.320336,0.32024,0.320464
Borda ranking,0.080164,0.319216,0.0,0.103504,0.091728,0.104016,0.104016,0.104016,0.104016,0.103504,0.104016,0.103504,0.303344
Plurality ranking,0.07550160000000002,0.32024,0.103504,0.0,0.057552,0.013248,0.013248,0.013248,0.013248,0.0,0.013248,0.0,0.30584
STV,0.04834719999999999,0.320544,0.091728,0.057552,0.0,0.056544,0.056544,0.056544,0.056544,0.057552,0.056544,0.057552,0.297856
Approval Voting (AV),0.0736136,0.320336,0.104016,0.013248,0.056544,0.0,0.0,0.0,0.0,0.013248,0.0,0.013248,0.300384
Proportional Approval Voting (PAV),0.0736136,0.320336,0.104016,0.013248,0.056544,0.0,0.0,0.0,0.0,0.013248,0.0,0.013248,0.300384
Approval Chamberlin-Courant (CC),0.0736136,0.320336,0.104016,0.013248,0.056544,0.0,0.0,0.0,0.0,0.013248,0.0,0.013248,0.300384
Lexicographic Chamberlin-Courant (lex-CC),0.0736136,0.320336,0.104016,0.013248,0.056544,0.0,0.0,0.0,0.0,0.013248,0.0,0.013248,0.300384
Sequential Approval Chamberlin-Courant (seq-CC),0.07550160000000002,0.32024,0.103504,0.0,0.057552,0.013248,0.013248,0.013248,0.013248,0.0,0.013248,0.0,0.30584
Monroe's Approval Rule (Monroe),0.0736136,0.320336,0.104016,0.013248,0.056544,0.0,0.0,0.0,0.0,0.013248,0.0,0.013248,0.300384
Greedy Monroe,0.07550160000000002,0.32024,0.103504,0.0,0.057552,0.013248,0.013248,0.013248,0.013248,0.0,0.013248,0.0,0.30584
Minimax Approval Voting (MAV),0.27734000000000003,0.320464,0.303344,0.30584,0.297856,0.300384,0.300384,0.300384,0.300384,0.30584,0.300384,0.30584,0.0
