,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.318596,0.07501040000000002,0.2761352,0.1465912,0.0735664,0.0735664,0.3031496000000001,0.0735664,0.32112719999999995,0.22338960000000005,0.11129280000000001,0.28562960000000004
Random Choice,0.318596,0.0,0.318864,0.321616,0.318992,0.319712,0.319712,0.320288,0.319712,0.321728,0.319552,0.319392,0.320368
Borda ranking,0.07501040000000002,0.318864,0.0,0.254832,0.15272,0.102848,0.102848,0.321376,0.102848,0.310208,0.24168,0.128224,0.303856
Plurality ranking,0.2761352,0.321616,0.254832,0.0,0.291536,0.296032,0.296032,0.356912,0.296032,0.260368,0.333328,0.296752,0.35048
STV,0.1465912,0.318992,0.15272,0.291536,0.0,0.141632,0.141632,0.31976,0.141632,0.313184,0.240656,0.159056,0.30224
Approval Voting (AV),0.0735664,0.319712,0.102848,0.296032,0.141632,0.0,0.0,0.316784,0.0,0.31384,0.237024,0.084048,0.299264
Proportional Approval Voting (PAV),0.0735664,0.319712,0.102848,0.296032,0.141632,0.0,0.0,0.316784,0.0,0.31384,0.237024,0.084048,0.299264
Approval Chamberlin-Courant (CC),0.3031496000000001,0.320288,0.321376,0.356912,0.31976,0.316784,0.316784,0.0,0.316784,0.4,0.07976,0.328704,0.01752
Lexicographic Chamberlin-Courant (lex-CC),0.0735664,0.319712,0.102848,0.296032,0.141632,0.0,0.0,0.316784,0.0,0.31384,0.237024,0.084048,0.299264
Sequential Approval Chamberlin-Courant (seq-CC),0.32112719999999995,0.321728,0.310208,0.260368,0.313184,0.31384,0.31384,0.4,0.31384,0.0,0.37944,0.299056,0.395328
Monroe's Approval Rule (Monroe),0.22338960000000005,0.319552,0.24168,0.333328,0.240656,0.237024,0.237024,0.07976,0.237024,0.37944,0.0,0.248944,0.06224
Greedy Monroe,0.11129280000000001,0.319392,0.128224,0.296752,0.159056,0.084048,0.084048,0.328704,0.084048,0.299056,0.248944,0.0,0.311184
Minimax Approval Voting (MAV),0.28562960000000004,0.320368,0.303856,0.35048,0.30224,0.299264,0.299264,0.01752,0.299264,0.395328,0.06224,0.311184,0.0
