,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.5000966666666667,0.247298,0.37767399999999995,0.36201399999999995,0.2809113333333334,0.3076833333333333,0.38373000000000007,0.37834333333333336,0.4299706666666667,0.38355399999999995,0.38519733333333334,0.37045599999999995
Random Choice,0.5000966666666667,0.0,0.5010666666666667,0.50096,0.4996933333333333,0.49921333333333334,0.49864,0.5010666666666667,0.5006,0.4984133333333333,0.50128,0.5003866666666666,0.5009466666666667
Borda ranking,0.247298,0.5010666666666667,0.0,0.28988,0.30364,0.17776,0.19994666666666666,0.3842933333333333,0.30733333333333335,0.3352133333333333,0.38378666666666666,0.2876666666666667,0.39654666666666666
Plurality ranking,0.37767399999999995,0.50096,0.28988,0.0,0.26566666666666666,0.36744,0.3705733333333333,0.45125333333333334,0.40798666666666666,0.41342666666666666,0.4508,0.39694666666666667,0.45842666666666665
STV,0.36201399999999995,0.4996933333333333,0.30364,0.26566666666666666,0.0,0.35028,0.36034666666666665,0.43708,0.40552,0.42157333333333336,0.43676,0.40346666666666664,0.4424133333333333
Approval Voting (AV),0.2809113333333334,0.49921333333333334,0.17776,0.36744,0.35028,0.0,0.11332,0.3563733333333333,0.27457333333333334,0.32310666666666665,0.3559466666666667,0.26009333333333334,0.3685333333333333
Proportional Approval Voting (PAV),0.3076833333333333,0.49864,0.19994666666666666,0.3705733333333333,0.36034666666666665,0.11332,0.0,0.32785333333333333,0.20138666666666666,0.26993333333333336,0.3273466666666667,0.23601333333333332,0.34301333333333334
Approval Chamberlin-Courant (CC),0.38373000000000007,0.5010666666666667,0.3842933333333333,0.45125333333333334,0.43708,0.3563733333333333,0.32785333333333333,0.0,0.20854666666666666,0.35789333333333334,0.0013066666666666667,0.38866666666666666,0.04532
Lexicographic Chamberlin-Courant (lex-CC),0.37834333333333336,0.5006,0.30733333333333335,0.40798666666666666,0.40552,0.27457333333333334,0.20138666666666666,0.20854666666666666,0.0,0.23105333333333333,0.20762666666666665,0.29514666666666667,0.22474666666666668
Sequential Approval Chamberlin-Courant (seq-CC),0.4299706666666667,0.4984133333333333,0.3352133333333333,0.41342666666666666,0.42157333333333336,0.32310666666666665,0.26993333333333336,0.35789333333333334,0.23105333333333333,0.0,0.35773333333333335,0.2852133333333333,0.37538666666666665
Monroe's Approval Rule (Monroe),0.38355399999999995,0.50128,0.38378666666666666,0.4508,0.43676,0.3559466666666667,0.3273466666666667,0.0013066666666666667,0.20762666666666665,0.35773333333333335,0.0,0.38824,0.0466
Greedy Monroe,0.38519733333333334,0.5003866666666666,0.2876666666666667,0.39694666666666667,0.40346666666666664,0.26009333333333334,0.23601333333333332,0.38866666666666666,0.29514666666666667,0.2852133333333333,0.38824,0.0,0.40224
Minimax Approval Voting (MAV),0.37045599999999995,0.5009466666666667,0.39654666666666666,0.45842666666666665,0.4424133333333333,0.3685333333333333,0.34301333333333334,0.04532,0.22474666666666668,0.37538666666666665,0.0466,0.40224,0.0
