,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4916737142857143,0.07860571428571426,0.3426274285714285,0.25738171428571427,0.10632228571428573,0.1598868571428572,0.4162737142857143,0.22258799999999995,0.37896571428571435,0.29535657142857147,0.21907771428571424,0.41625085714285714
Random Choice,0.4916737142857143,0.0,0.49109714285714284,0.4907542857142857,0.4909942857142857,0.4916,0.49038857142857145,0.4889142857142857,0.4895085714285714,0.4887314285714286,0.49123428571428573,0.4895085714285714,0.4888914285714286
Borda ranking,0.07860571428571426,0.49109714285714284,0.0,0.34849142857142856,0.2696571428571429,0.11869714285714286,0.13161142857142857,0.42097142857142855,0.19657142857142856,0.3552228571428571,0.2912571428571429,0.19670857142857143,0.4209257142857143
Plurality ranking,0.3426274285714285,0.4907542857142857,0.34849142857142856,0.0,0.26712,0.33584,0.3741942857142857,0.4828914285714286,0.41049142857142856,0.4661142857142857,0.4081485714285714,0.3940228571428571,0.4828685714285714
STV,0.25738171428571427,0.4909942857142857,0.2696571428571429,0.26712,0.0,0.24050285714285713,0.2873942857142857,0.45214857142857146,0.3284114285714286,0.42834285714285714,0.35245714285714286,0.31901714285714283,0.4521257142857143
Approval Voting (AV),0.10632228571428573,0.4916,0.11869714285714286,0.33584,0.24050285714285713,0.0,0.11267428571428571,0.42448,0.18762285714285715,0.3775085714285714,0.2948,0.19270857142857142,0.42444571428571426
Proportional Approval Voting (PAV),0.1598868571428572,0.49038857142857145,0.13161142857142857,0.3741942857142857,0.2873942857142857,0.11267428571428571,0.0,0.4165028571428571,0.09896,0.34696,0.27249142857142855,0.14193142857142857,0.4164457142857143
Approval Chamberlin-Courant (CC),0.4162737142857143,0.4889142857142857,0.42097142857142855,0.4828914285714286,0.45214857142857146,0.42448,0.4165028571428571,0.0,0.4161142857142857,0.5725142857142858,0.2885257142857143,0.4468114285714286,5.714285714285714e-05
Lexicographic Chamberlin-Courant (lex-CC),0.22258799999999995,0.4895085714285714,0.19657142857142856,0.41049142857142856,0.3284114285714286,0.18762285714285715,0.09896,0.4161142857142857,0.0,0.33518857142857145,0.2701485714285714,0.16169142857142857,0.41605714285714285
Sequential Approval Chamberlin-Courant (seq-CC),0.37896571428571435,0.4887314285714286,0.3552228571428571,0.4661142857142857,0.42834285714285714,0.3775085714285714,0.34696,0.5725142857142858,0.33518857142857145,0.0,0.46117714285714284,0.3299885714285714,0.5724571428571429
Monroe's Approval Rule (Monroe),0.29535657142857147,0.49123428571428573,0.2912571428571429,0.4081485714285714,0.35245714285714286,0.2948,0.27249142857142855,0.2885257142857143,0.2701485714285714,0.46117714285714284,0.0,0.3125942857142857,0.2885028571428571
Greedy Monroe,0.21907771428571424,0.4895085714285714,0.19670857142857143,0.3940228571428571,0.31901714285714283,0.19270857142857142,0.14193142857142857,0.4468114285714286,0.16169142857142857,0.3299885714285714,0.3125942857142857,0.0,0.4467542857142857
Minimax Approval Voting (MAV),0.41625085714285714,0.4888914285714286,0.4209257142857143,0.4828685714285714,0.4521257142857143,0.42444571428571426,0.4164457142857143,5.714285714285714e-05,0.41605714285714285,0.5724571428571429,0.2885028571428571,0.4467542857142857,0.0
