,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.47985759999999994,0.07140719999999999,0.2781255999999999,0.19296239999999998,0.09998879999999997,0.1643208,0.31123999999999996,0.29775360000000006,0.29333359999999997,0.22553279999999998,0.22381359999999997,0.42710800000000004
Random Choice,0.47985759999999994,0.0,0.480928,0.4776,0.479792,0.481504,0.481536,0.48008,0.480848,0.482896,0.480208,0.48136,0.479136
Borda ranking,0.07140719999999999,0.480928,0.0,0.285744,0.20832,0.120832,0.141392,0.285776,0.269216,0.263984,0.201616,0.193968,0.433552
Plurality ranking,0.2781255999999999,0.4776,0.285744,0.0,0.205408,0.256816,0.303328,0.402592,0.394128,0.395872,0.325216,0.339104,0.470608
STV,0.19296239999999998,0.479792,0.20832,0.205408,0.0,0.16848,0.235424,0.358432,0.34928,0.35072,0.278352,0.286048,0.449504
Approval Voting (AV),0.09998879999999997,0.481504,0.120832,0.256816,0.16848,0.0,0.13656,0.2952,0.281392,0.2808,0.201072,0.206096,0.427072
Proportional Approval Voting (PAV),0.1643208,0.481536,0.141392,0.303328,0.235424,0.13656,0.0,0.181664,0.161968,0.191216,0.109152,0.112576,0.400976
Approval Chamberlin-Courant (CC),0.31123999999999996,0.48008,0.285776,0.402592,0.358432,0.2952,0.181664,0.0,0.027248,0.136256,0.172208,0.169136,0.360848
Lexicographic Chamberlin-Courant (lex-CC),0.29775360000000006,0.480848,0.269216,0.394128,0.34928,0.281392,0.161968,0.027248,0.0,0.111984,0.163264,0.149488,0.376672
Sequential Approval Chamberlin-Courant (seq-CC),0.29333359999999997,0.482896,0.263984,0.395872,0.35072,0.2808,0.191216,0.136256,0.111984,0.0,0.248736,0.1,0.407024
Monroe's Approval Rule (Monroe),0.22553279999999998,0.480208,0.201616,0.325216,0.278352,0.201072,0.109152,0.172208,0.163264,0.248736,0.0,0.17112,0.394064
Greedy Monroe,0.22381359999999997,0.48136,0.193968,0.339104,0.286048,0.206096,0.112576,0.169136,0.149488,0.1,0.17112,0.0,0.413424
Minimax Approval Voting (MAV),0.42710800000000004,0.479136,0.433552,0.470608,0.449504,0.427072,0.400976,0.360848,0.376672,0.407024,0.394064,0.413424,0.0
