,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.48015999999999975,0.0,0.3013759999999999,0.0,0.0,0.0,0.35854399999999986,0.0,0.3598400000000001,0.0,0.0,0.0
Random Choice,0.48015999999999975,0.0,0.48016,0.481056,0.48016,0.48016,0.48016,0.479888,0.48016,0.480736,0.48016,0.48016,0.48016
Borda ranking,0.0,0.48016,0.0,0.301376,0.0,0.0,0.0,0.358544,0.0,0.35984,0.0,0.0,0.0
Plurality ranking,0.3013759999999999,0.481056,0.301376,0.0,0.301376,0.301376,0.301376,0.560544,0.301376,0.178592,0.301376,0.301376,0.301376
STV,0.0,0.48016,0.0,0.301376,0.0,0.0,0.0,0.358544,0.0,0.35984,0.0,0.0,0.0
Approval Voting (AV),0.0,0.48016,0.0,0.301376,0.0,0.0,0.0,0.358544,0.0,0.35984,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.48016,0.0,0.301376,0.0,0.0,0.0,0.358544,0.0,0.35984,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.35854399999999986,0.479888,0.358544,0.560544,0.358544,0.358544,0.358544,0.0,0.358544,0.718384,0.358544,0.358544,0.358544
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.48016,0.0,0.301376,0.0,0.0,0.0,0.358544,0.0,0.35984,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.3598400000000001,0.480736,0.35984,0.178592,0.35984,0.35984,0.35984,0.718384,0.35984,0.0,0.35984,0.35984,0.35984
Monroe's Approval Rule (Monroe),0.0,0.48016,0.0,0.301376,0.0,0.0,0.0,0.358544,0.0,0.35984,0.0,0.0,0.0
Greedy Monroe,0.0,0.48016,0.0,0.301376,0.0,0.0,0.0,0.358544,0.0,0.35984,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.48016,0.0,0.301376,0.0,0.0,0.0,0.358544,0.0,0.35984,0.0,0.0,0.0
