,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.2772533333333333,0.0,0.2677866666666667,0.0,0.0,0.0,0.27849333333333326,0.0,0.2787733333333332,0.0,0.0,0.0
Random Choice,0.2772533333333333,0.0,0.27725333333333335,0.27613333333333334,0.27725333333333335,0.27725333333333335,0.27725333333333335,0.2785066666666667,0.27725333333333335,0.27674666666666664,0.27725333333333335,0.27725333333333335,0.27725333333333335
Borda ranking,0.0,0.27725333333333335,0.0,0.2677866666666667,0.0,0.0,0.0,0.2784933333333333,0.0,0.2787733333333333,0.0,0.0,0.0
Plurality ranking,0.2677866666666667,0.27613333333333334,0.2677866666666667,0.0,0.2677866666666667,0.2677866666666667,0.2677866666666667,0.3333333333333333,0.2677866666666667,0.05498666666666667,0.2677866666666667,0.2677866666666667,0.2677866666666667
STV,0.0,0.27725333333333335,0.0,0.2677866666666667,0.0,0.0,0.0,0.2784933333333333,0.0,0.2787733333333333,0.0,0.0,0.0
Approval Voting (AV),0.0,0.27725333333333335,0.0,0.2677866666666667,0.0,0.0,0.0,0.2784933333333333,0.0,0.2787733333333333,0.0,0.0,0.0
Proportional Approval Voting (PAV),0.0,0.27725333333333335,0.0,0.2677866666666667,0.0,0.0,0.0,0.2784933333333333,0.0,0.2787733333333333,0.0,0.0,0.0
Approval Chamberlin-Courant (CC),0.27849333333333326,0.2785066666666667,0.2784933333333333,0.3333333333333333,0.2784933333333333,0.2784933333333333,0.2784933333333333,0.0,0.2784933333333333,0.3333333333333333,0.2784933333333333,0.2784933333333333,0.2784933333333333
Lexicographic Chamberlin-Courant (lex-CC),0.0,0.27725333333333335,0.0,0.2677866666666667,0.0,0.0,0.0,0.2784933333333333,0.0,0.2787733333333333,0.0,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.2787733333333332,0.27674666666666664,0.2787733333333333,0.05498666666666667,0.2787733333333333,0.2787733333333333,0.2787733333333333,0.3333333333333333,0.2787733333333333,0.0,0.2787733333333333,0.2787733333333333,0.2787733333333333
Monroe's Approval Rule (Monroe),0.0,0.27725333333333335,0.0,0.2677866666666667,0.0,0.0,0.0,0.2784933333333333,0.0,0.2787733333333333,0.0,0.0,0.0
Greedy Monroe,0.0,0.27725333333333335,0.0,0.2677866666666667,0.0,0.0,0.0,0.2784933333333333,0.0,0.2787733333333333,0.0,0.0,0.0
Minimax Approval Voting (MAV),0.0,0.27725333333333335,0.0,0.2677866666666667,0.0,0.0,0.0,0.2784933333333333,0.0,0.2787733333333333,0.0,0.0,0.0
