,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.4759199999999999,0.04711999999999998,0.11803200000000005,0.141856,1.5999999999999992e-05,0.050448000000000014,0.39992000000000016,0.39932799999999996,0.27332799999999996,0.321728,0.103008,0.39992000000000016
Random Choice,0.4759199999999999,0.0,0.47464,0.47504,0.47552,0.475904,0.475504,0.482032,0.481984,0.476512,0.479264,0.475072,0.482032
Borda ranking,0.04711999999999998,0.47464,0.0,0.090352,0.13784,0.047136,0.055232,0.39992,0.399328,0.261104,0.321552,0.09928,0.39992
Plurality ranking,0.11803200000000005,0.47504,0.090352,0.0,0.146832,0.118048,0.12608,0.380096,0.379584,0.29088,0.310832,0.1484,0.380096
STV,0.141856,0.47552,0.13784,0.146832,0.0,0.141872,0.15288,0.399904,0.39952,0.29024,0.338064,0.169344,0.399904
Approval Voting (AV),1.5999999999999992e-05,0.475904,0.047136,0.118048,0.141872,0.0,0.050432,0.399904,0.399312,0.273328,0.321712,0.103008,0.399904
Proportional Approval Voting (PAV),0.050448000000000014,0.475504,0.055232,0.12608,0.15288,0.050432,0.0,0.38816,0.38752,0.260368,0.309216,0.091696,0.38816
Approval Chamberlin-Courant (CC),0.39992000000000016,0.482032,0.39992,0.380096,0.399904,0.399904,0.38816,0.0,0.000672,0.595648,0.086224,0.397936,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.39932799999999996,0.481984,0.399328,0.379584,0.39952,0.399312,0.38752,0.000672,0.0,0.594976,0.08568,0.39736,0.000672
Sequential Approval Chamberlin-Courant (seq-CC),0.27332799999999996,0.476512,0.261104,0.29088,0.29024,0.273328,0.260368,0.595648,0.594976,0.0,0.516288,0.250416,0.595648
Monroe's Approval Rule (Monroe),0.321728,0.479264,0.321552,0.310832,0.338064,0.321712,0.309216,0.086224,0.08568,0.516288,0.0,0.320768,0.086224
Greedy Monroe,0.103008,0.475072,0.09928,0.1484,0.169344,0.103008,0.091696,0.397936,0.39736,0.250416,0.320768,0.0,0.397936
Minimax Approval Voting (MAV),0.39992000000000016,0.482032,0.39992,0.380096,0.399904,0.399904,0.38816,0.0,0.000672,0.595648,0.086224,0.397936,0.0
