,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV)
NN,,0.2775733333333333,0.061971333333333344,0.21652933333333335,0.175482,0.06632733333333334,0.06632733333333334,0.2713746666666667,0.06632733333333334,0.28061866666666674,0.2711213333333334,0.12958666666666668,0.2713746666666667
Random Choice,0.2775733333333333,0.0,0.2779333333333333,0.2776533333333333,0.27709333333333336,0.27645333333333333,0.27645333333333333,0.27864,0.27645333333333333,0.27732,0.2786133333333333,0.27626666666666666,0.27864
Borda ranking,0.061971333333333344,0.2779333333333333,0.0,0.19121333333333335,0.17462666666666668,0.08918666666666666,0.08918666666666666,0.27853333333333335,0.08918666666666666,0.27369333333333334,0.27828,0.13738666666666666,0.27853333333333335
Plurality ranking,0.21652933333333335,0.2776533333333333,0.19121333333333335,0.0,0.2458,0.23165333333333332,0.23165333333333332,0.28662666666666664,0.23165333333333332,0.26613333333333333,0.2864933333333333,0.24085333333333334,0.28662666666666664
STV,0.175482,0.27709333333333336,0.17462666666666668,0.2458,0.0,0.17482666666666666,0.17482666666666666,0.27744,0.17482666666666666,0.27686666666666665,0.2771866666666667,0.19725333333333334,0.27744
Approval Voting (AV),0.06632733333333334,0.27645333333333333,0.08918666666666666,0.23165333333333332,0.17482666666666666,0.0,0.0,0.27510666666666667,0.0,0.2779066666666667,0.27485333333333334,0.11528,0.27510666666666667
Proportional Approval Voting (PAV),0.06632733333333334,0.27645333333333333,0.08918666666666666,0.23165333333333332,0.17482666666666666,0.0,0.0,0.27510666666666667,0.0,0.2779066666666667,0.27485333333333334,0.11528,0.27510666666666667
Approval Chamberlin-Courant (CC),0.2713746666666667,0.27864,0.27853333333333335,0.28662666666666664,0.27744,0.27510666666666667,0.27510666666666667,0.0,0.27510666666666667,0.3333333333333333,0.00025333333333333333,0.2863866666666667,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.06632733333333334,0.27645333333333333,0.08918666666666666,0.23165333333333332,0.17482666666666666,0.0,0.0,0.27510666666666667,0.0,0.2779066666666667,0.27485333333333334,0.11528,0.27510666666666667
Sequential Approval Chamberlin-Courant (seq-CC),0.28061866666666674,0.27732,0.27369333333333334,0.26613333333333333,0.27686666666666665,0.2779066666666667,0.2779066666666667,0.3333333333333333,0.2779066666666667,0.0,0.33325333333333335,0.26488,0.3333333333333333
Monroe's Approval Rule (Monroe),0.2711213333333334,0.2786133333333333,0.27828,0.2864933333333333,0.2771866666666667,0.27485333333333334,0.27485333333333334,0.00025333333333333333,0.27485333333333334,0.33325333333333335,0.0,0.28613333333333335,0.00025333333333333333
Greedy Monroe,0.12958666666666668,0.27626666666666666,0.13738666666666666,0.24085333333333334,0.19725333333333334,0.11528,0.11528,0.2863866666666667,0.11528,0.26488,0.28613333333333335,0.0,0.2863866666666667
Minimax Approval Voting (MAV),0.2713746666666667,0.27864,0.27853333333333335,0.28662666666666664,0.27744,0.27510666666666667,0.27510666666666667,0.0,0.27510666666666667,0.3333333333333333,0.00025333333333333333,0.2863866666666667,0.0
