Method,violation_rate-mean,condorcet_loser-mean,condorcet_winner-mean,consensus_committee-mean,dummetts_condition-mean,fixed_majority-mean,local_stability-mean,majority-mean,majority_loser-mean,solid_coalitions-mean,strong_pareto_efficiency-mean,strong_unanimity-mean
NN-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-9,7.272727272727273e-05,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-10,7.272727272727273e-05,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-16,1.4545454545454546e-05,0.0,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-18,6.90909090909091e-05,0.0,0.00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NN-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random Choice,0.2851854545454545,0.05268,0.88276,0.0,0.02112,0.69928,0.64828,0.01016,0.00484,0.02112,0.7968,0.0
Borda ranking,0.008065454545454544,0.0,0.05328,0.0,0.0,0.03544,0.0,0.0,0.0,0.0,0.0,0.0
Plurality ranking,0.03398181818181818,0.0,0.20916,0.0,0.0,0.16464,0.0,0.0,0.0,0.0,0.0,0.0
Approval Voting (AV),0.026861818181818185,0.0,0.16652,0.0,0.00028,0.12808,0.00028,4e-05,0.0,0.00028,0.0,0.0
Proportional Approval Voting (PAV),0.026861818181818185,0.0,0.16652,0.0,0.00028,0.12808,0.00028,4e-05,0.0,0.00028,0.0,0.0
Approval Chamberlin-Courant (CC),0.10346545454545454,0.0,0.59568,0.0,0.01136,0.50284,0.01136,0.00552,0.0,0.01136,0.0,0.0
Lexicographic Chamberlin-Courant (lex-CC),0.026861818181818185,0.0,0.16652,0.0,0.00028,0.12808,0.00028,4e-05,0.0,0.00028,0.0,0.0
Sequential Approval Chamberlin-Courant (seq-CC),0.07726545454545455,0.0,0.44884,0.0,0.0026,0.39228,0.0026,0.001,0.0,0.0026,0.0,0.0
Monroe's Approval Rule (Monroe),0.10151272727272725,0.0,0.5858,0.0,0.01088,0.49296,0.01088,0.00524,0.0,0.01088,0.0,0.0
Greedy Monroe,0.055923636363636356,0.0,0.33164,0.0,0.00132,0.27908,0.00132,0.00048,0.0,0.00132,0.0,0.0
Minimax Approval Voting (MAV),0.10346545454545454,0.0,0.59568,0.0,0.01136,0.50284,0.01136,0.00552,0.0,0.01136,0.0,0.0
