,NN,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator
Random Choice,0.31939200000000006,0.0,0.319056,0.319424,0.320016,0.319536,0.319536,0.319824,0.319536,0.319504,0.319824,0.321232,0.319824,0.318112,0.319536,0.319056
Borda ranking,0.1083208,0.319056,0.0,0.192912,0.174528,0.177232,0.177232,0.324256,0.177232,0.300752,0.324256,0.249472,0.324256,0.175696,0.177232,0.297248
Plurality ranking,0.22155839999999996,0.319424,0.192912,0.0,0.054384,0.285296,0.285296,0.335184,0.285296,0.29728,0.335184,0.296608,0.335184,0.281552,0.285296,0.312416
STV,0.19768080000000002,0.320016,0.174528,0.054384,0.0,0.275328,0.275328,0.318608,0.275328,0.314352,0.318608,0.295456,0.318608,0.2752,0.275328,0.311216
Approval Voting (AV),0.18454959999999998,0.319536,0.177232,0.285296,0.275328,0.0,0.0,0.304416,0.0,0.319152,0.304416,0.222976,0.304416,0.064208,0.0,0.288784
Proportional Approval Voting (PAV),0.18454959999999998,0.319536,0.177232,0.285296,0.275328,0.0,0.0,0.304416,0.0,0.319152,0.304416,0.222976,0.304416,0.064208,0.0,0.288784
Approval Chamberlin-Courant (CC),0.2763496,0.319824,0.324256,0.335184,0.318608,0.304416,0.304416,0.0,0.304416,0.4,0.0,0.34256,0.0,0.331792,0.304416,0.320048
Lexicographic Chamberlin-Courant (lex-CC),0.18454959999999998,0.319536,0.177232,0.285296,0.275328,0.0,0.0,0.304416,0.0,0.319152,0.304416,0.222976,0.304416,0.064208,0.0,0.288784
Sequential Approval Chamberlin-Courant (seq-CC),0.328868,0.319504,0.300752,0.29728,0.314352,0.319152,0.319152,0.4,0.319152,0.0,0.4,0.269072,0.4,0.285632,0.319152,0.315952
Monroe's Approval Rule (Monroe),0.2763496,0.319824,0.324256,0.335184,0.318608,0.304416,0.304416,0.0,0.304416,0.4,0.0,0.34256,0.0,0.331792,0.304416,0.320048
Greedy Monroe,0.261176,0.321232,0.249472,0.296608,0.295456,0.222976,0.222976,0.34256,0.222976,0.269072,0.34256,0.0,0.34256,0.213536,0.222976,0.301248
Minimax Approval Voting (MAV),0.2763496,0.319824,0.324256,0.335184,0.318608,0.304416,0.304416,0.0,0.304416,0.4,0.0,0.34256,0.0,0.331792,0.304416,0.320048
Method of Equal Shares (aka Rule X) with Phragmén phase,0.19250799999999998,0.318112,0.175696,0.281552,0.2752,0.064208,0.064208,0.331792,0.064208,0.285632,0.331792,0.213536,0.331792,0.0,0.064208,0.289216
E Pluribus Hugo (EPH),0.18454959999999998,0.319536,0.177232,0.285296,0.275328,0.0,0.0,0.304416,0.0,0.319152,0.304416,0.222976,0.304416,0.064208,0.0,0.288784
Random Serial Dictator,0.298968,0.319056,0.297248,0.312416,0.311216,0.288784,0.288784,0.320048,0.288784,0.315952,0.320048,0.301248,0.320048,0.289216,0.288784,0.0
NN,,0.31939200000000006,0.1083208,0.22155839999999996,0.19768080000000002,0.18454959999999998,0.18454959999999998,0.2763496,0.18454959999999998,0.328868,0.2763496,0.261176,0.2763496,0.19250799999999998,0.18454959999999998,0.298968
