,NN,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Min Violations Committee,0.00021439999999999998,0.0,0.4,0.319968,0.062064,0.17896,0.084256,0.177744,0.177744,0.177744,0.177744,0.17896,0.177744,0.17896,0.31208,0.17896,0.177744,0.274224,0.214832,0.102192,0.150704,0.101904,0.030832,0.026944,0.113328,0.037952,0.031696,0.03096,0.029104,0.110288,0.032432,0.033504,0.018592,0.035472,0.037856,0.029088,0.031392,0.035568,0.031392,0.035472,0.036704,0.031424,0.03696,0.031392,0.019408,0.031024,0.031232,0.037248,0.037248,0.016688,0.016688,0.030736,0.031616,0.020896,0.027728,0.028528,0.0336,0.031024,0.02456,0.028224,0.016688,0.031616,0.084384,0.127232,0.05696,0.034544,0.020576
Max Violations Committee,0.39998560000000005,0.4,0.0,0.320736,0.39904,0.386304,0.39816,0.387056,0.387056,0.387056,0.387056,0.386304,0.387056,0.386304,0.329392,0.386304,0.387056,0.350688,0.392864,0.397264,0.396576,0.396928,0.399616,0.399632,0.396112,0.399632,0.399808,0.39984,0.39984,0.365792,0.399728,0.399616,0.399856,0.399248,0.390192,0.399776,0.399728,0.399408,0.3996,0.399248,0.399104,0.399728,0.39832,0.399504,0.399568,0.399776,0.399776,0.39552,0.39552,0.39984,0.39984,0.399824,0.399328,0.399792,0.399536,0.399536,0.399584,0.399776,0.398704,0.399856,0.399872,0.399824,0.398144,0.3936,0.398928,0.399232,0.399808
Random Choice,0.3199536,0.319968,0.320736,0.0,0.320656,0.320064,0.31904,0.319936,0.319936,0.319936,0.319936,0.320064,0.319936,0.320064,0.32024,0.320064,0.319936,0.319984,0.319376,0.319328,0.32008,0.319776,0.320528,0.32048,0.320832,0.320928,0.32072,0.32064,0.320336,0.321424,0.320704,0.3208,0.320608,0.32056,0.32056,0.320304,0.320512,0.32072,0.320464,0.32056,0.320816,0.320368,0.320816,0.320448,0.320048,0.320608,0.32056,0.320512,0.320512,0.32,0.32,0.320448,0.320736,0.320544,0.320608,0.320704,0.32072,0.320608,0.320288,0.320496,0.320464,0.32072,0.32,0.31848,0.319792,0.320176,0.320336
Borda ranking,0.0619816,0.062064,0.39904,0.320656,0.0,0.213712,0.125312,0.213328,0.213328,0.213328,0.213328,0.213712,0.213328,0.213712,0.321664,0.213712,0.213328,0.282752,0.177248,0.093584,0.1096,0.12952,0.062896,0.06592,0.145392,0.062896,0.0624,0.061792,0.061104,0.129856,0.062768,0.06368,0.044416,0.062368,0.072256,0.060624,0.06144,0.063248,0.061584,0.062368,0.063104,0.061744,0.06408,0.061632,0.061952,0.061232,0.061408,0.070128,0.070128,0.053984,0.053984,0.061872,0.065056,0.041168,0.06632,0.066096,0.063712,0.061232,0.072976,0.060528,0.04736,0.059664,0.080624,0.126992,0.054784,0.083808,0.068416
Plurality ranking,0.17901359999999997,0.17896,0.386304,0.320064,0.213712,0.0,0.139568,0.027424,0.027424,0.027424,0.027424,0.0,0.027424,0.0,0.325216,0.0,0.027424,0.253088,0.304656,0.226368,0.281296,0.133072,0.174112,0.17088,0.115168,0.184992,0.176832,0.1768,0.177424,0.204576,0.176912,0.175504,0.185088,0.177824,0.18512,0.177712,0.17712,0.177216,0.177104,0.177824,0.177728,0.176928,0.178544,0.177184,0.177872,0.177008,0.176944,0.182816,0.182816,0.182448,0.182448,0.176848,0.17016,0.186288,0.170304,0.171088,0.175424,0.177008,0.15448,0.177616,0.18392,0.177536,0.221728,0.215904,0.195952,0.157696,0.16664
STV,0.0842616,0.084256,0.39816,0.31904,0.125312,0.139568,0.0,0.137808,0.137808,0.137808,0.137808,0.139568,0.137808,0.139568,0.311536,0.139568,0.137808,0.264192,0.248592,0.150688,0.204976,0.034064,0.094464,0.08808,0.076912,0.10456,0.09696,0.096448,0.095936,0.154672,0.097248,0.095104,0.093376,0.098304,0.104336,0.095856,0.096752,0.0992,0.096736,0.098304,0.099264,0.096736,0.100144,0.0968,0.09168,0.096544,0.096592,0.103024,0.103024,0.092576,0.092576,0.096304,0.094,0.094368,0.086976,0.087904,0.094912,0.096544,0.087296,0.095904,0.092224,0.097216,0.142032,0.163776,0.115392,0.07296,0.084016
Approval Voting (AV),0.17779599999999995,0.177744,0.387056,0.319936,0.213328,0.027424,0.137808,0.0,0.0,0.0,0.0,0.027424,0.0,0.027424,0.313968,0.027424,0.0,0.252368,0.308416,0.227184,0.281344,0.13424,0.175072,0.171696,0.118512,0.185408,0.17752,0.177504,0.177952,0.20928,0.177632,0.176464,0.18472,0.178976,0.186112,0.178352,0.177936,0.178208,0.17792,0.178976,0.178992,0.177744,0.179744,0.178016,0.178016,0.17768,0.177616,0.184112,0.184112,0.182336,0.182336,0.1776,0.17112,0.185952,0.171056,0.172,0.176384,0.17768,0.157264,0.178128,0.183616,0.178272,0.221904,0.221008,0.195456,0.15744,0.167264
Proportional Approval Voting (PAV),0.17779599999999995,0.177744,0.387056,0.319936,0.213328,0.027424,0.137808,0.0,0.0,0.0,0.0,0.027424,0.0,0.027424,0.313968,0.027424,0.0,0.252368,0.308416,0.227184,0.281344,0.13424,0.175072,0.171696,0.118512,0.185408,0.17752,0.177504,0.177952,0.20928,0.177632,0.176464,0.18472,0.178976,0.186112,0.178352,0.177936,0.178208,0.17792,0.178976,0.178992,0.177744,0.179744,0.178016,0.178016,0.17768,0.177616,0.184112,0.184112,0.182336,0.182336,0.1776,0.17112,0.185952,0.171056,0.172,0.176384,0.17768,0.157264,0.178128,0.183616,0.178272,0.221904,0.221008,0.195456,0.15744,0.167264
Approval Chamberlin-Courant (CC),0.17779599999999995,0.177744,0.387056,0.319936,0.213328,0.027424,0.137808,0.0,0.0,0.0,0.0,0.027424,0.0,0.027424,0.313968,0.027424,0.0,0.252368,0.308416,0.227184,0.281344,0.13424,0.175072,0.171696,0.118512,0.185408,0.17752,0.177504,0.177952,0.20928,0.177632,0.176464,0.18472,0.178976,0.186112,0.178352,0.177936,0.178208,0.17792,0.178976,0.178992,0.177744,0.179744,0.178016,0.178016,0.17768,0.177616,0.184112,0.184112,0.182336,0.182336,0.1776,0.17112,0.185952,0.171056,0.172,0.176384,0.17768,0.157264,0.178128,0.183616,0.178272,0.221904,0.221008,0.195456,0.15744,0.167264
Lexicographic Chamberlin-Courant (lex-CC),0.17779599999999995,0.177744,0.387056,0.319936,0.213328,0.027424,0.137808,0.0,0.0,0.0,0.0,0.027424,0.0,0.027424,0.313968,0.027424,0.0,0.252368,0.308416,0.227184,0.281344,0.13424,0.175072,0.171696,0.118512,0.185408,0.17752,0.177504,0.177952,0.20928,0.177632,0.176464,0.18472,0.178976,0.186112,0.178352,0.177936,0.178208,0.17792,0.178976,0.178992,0.177744,0.179744,0.178016,0.178016,0.17768,0.177616,0.184112,0.184112,0.182336,0.182336,0.1776,0.17112,0.185952,0.171056,0.172,0.176384,0.17768,0.157264,0.178128,0.183616,0.178272,0.221904,0.221008,0.195456,0.15744,0.167264
Sequential Approval Chamberlin-Courant (seq-CC),0.17901359999999997,0.17896,0.386304,0.320064,0.213712,0.0,0.139568,0.027424,0.027424,0.027424,0.027424,0.0,0.027424,0.0,0.325216,0.0,0.027424,0.253088,0.304656,0.226368,0.281296,0.133072,0.174112,0.17088,0.115168,0.184992,0.176832,0.1768,0.177424,0.204576,0.176912,0.175504,0.185088,0.177824,0.18512,0.177712,0.17712,0.177216,0.177104,0.177824,0.177728,0.176928,0.178544,0.177184,0.177872,0.177008,0.176944,0.182816,0.182816,0.182448,0.182448,0.176848,0.17016,0.186288,0.170304,0.171088,0.175424,0.177008,0.15448,0.177616,0.18392,0.177536,0.221728,0.215904,0.195952,0.157696,0.16664
Monroe's Approval Rule (Monroe),0.17779599999999995,0.177744,0.387056,0.319936,0.213328,0.027424,0.137808,0.0,0.0,0.0,0.0,0.027424,0.0,0.027424,0.313968,0.027424,0.0,0.252368,0.308416,0.227184,0.281344,0.13424,0.175072,0.171696,0.118512,0.185408,0.17752,0.177504,0.177952,0.20928,0.177632,0.176464,0.18472,0.178976,0.186112,0.178352,0.177936,0.178208,0.17792,0.178976,0.178992,0.177744,0.179744,0.178016,0.178016,0.17768,0.177616,0.184112,0.184112,0.182336,0.182336,0.1776,0.17112,0.185952,0.171056,0.172,0.176384,0.17768,0.157264,0.178128,0.183616,0.178272,0.221904,0.221008,0.195456,0.15744,0.167264
Greedy Monroe,0.17901359999999997,0.17896,0.386304,0.320064,0.213712,0.0,0.139568,0.027424,0.027424,0.027424,0.027424,0.0,0.027424,0.0,0.325216,0.0,0.027424,0.253088,0.304656,0.226368,0.281296,0.133072,0.174112,0.17088,0.115168,0.184992,0.176832,0.1768,0.177424,0.204576,0.176912,0.175504,0.185088,0.177824,0.18512,0.177712,0.17712,0.177216,0.177104,0.177824,0.177728,0.176928,0.178544,0.177184,0.177872,0.177008,0.176944,0.182816,0.182816,0.182448,0.182448,0.176848,0.17016,0.186288,0.170304,0.171088,0.175424,0.177008,0.15448,0.177616,0.18392,0.177536,0.221728,0.215904,0.195952,0.157696,0.16664
Minimax Approval Voting (MAV),0.3121056,0.31208,0.329392,0.32024,0.321664,0.325216,0.311536,0.313968,0.313968,0.313968,0.313968,0.325216,0.313968,0.325216,0.0,0.325216,0.313968,0.31904,0.364528,0.323776,0.323376,0.323296,0.325392,0.323232,0.327968,0.32408,0.326272,0.325936,0.325088,0.347136,0.326432,0.326224,0.319968,0.327824,0.327824,0.325312,0.326432,0.327824,0.326432,0.327824,0.327824,0.326352,0.327824,0.326432,0.321216,0.32616,0.326256,0.327824,0.327824,0.319984,0.319984,0.325936,0.324112,0.320144,0.323184,0.323904,0.32624,0.32616,0.320624,0.324672,0.319824,0.326304,0.32256,0.352256,0.320064,0.319936,0.320576
Method of Equal Shares (aka Rule X) with Phragmén phase,0.17901359999999997,0.17896,0.386304,0.320064,0.213712,0.0,0.139568,0.027424,0.027424,0.027424,0.027424,0.0,0.027424,0.0,0.325216,0.0,0.027424,0.253088,0.304656,0.226368,0.281296,0.133072,0.174112,0.17088,0.115168,0.184992,0.176832,0.1768,0.177424,0.204576,0.176912,0.175504,0.185088,0.177824,0.18512,0.177712,0.17712,0.177216,0.177104,0.177824,0.177728,0.176928,0.178544,0.177184,0.177872,0.177008,0.176944,0.182816,0.182816,0.182448,0.182448,0.176848,0.17016,0.186288,0.170304,0.171088,0.175424,0.177008,0.15448,0.177616,0.18392,0.177536,0.221728,0.215904,0.195952,0.157696,0.16664
